amenity_id:ID(Amenity),name:string,category:string,latitude:float,longitude:float,street:string,address:string,operator:string,:LABEL
way/457601645,Công viên Tân Phước,park,10.7748658,106.6527849,Nguyễn Thị Nhỏ,"Nguyễn Thị Nhỏ, Tân Bình",,Amenity;Park
way/457602437,Siêu thị Co.opmart Bình Tân,supermarket,10.7535444,106.6133885,Đường số 19,"158, Đường số 19, Bình Tân, Hồ Chí Minh",,Amenity;Supermarket
way/457602438,Trường Trung học cơ sở&Trung học phổ thông Phan Châu Trinh,school,10.7541923,106.612835,Đường số 23,"12, Đường số 23",,Amenity;School
way/457602440,Trường Tiểu học Lương Thế Vinh,school,10.746408,106.6162566,Đường số 16,"26, Đường số 16, Bình Tân, Hồ Chí Minh",,Amenity;School
way/457800076,Trường Tiểu học Đại Thành,school,10.7702766,106.6498627,Âu Cơ,"79/22, Âu Cơ, 11, Ho Chi Minh City",,Amenity;School
way/457800099,Trường Trung học cơ sở Tân Thới Hòa,school,10.7658615,106.6260626,Lý Thánh Tông,"149/15, Lý Thánh Tông",,Amenity;School
way/458857428,Bệnh viện Đa khoa Bình Tân,hospital,10.7644533,106.6032245,Hương lộ 2,"809, Hương lộ 2",,Amenity;Hospital
way/458857435,Chợ Tân Phú 2,market,10.7840146,106.625526,Hẻm 8 Hoàng Ngọc Phách,,,Amenity;Market
way/458865802,Trường Tiểu học Nguyễn Thị Nhỏ,school,10.7697181,106.6534744,Đường C,"11, Ho Chi Minh City",,Amenity;School
way/458865841,Chợ Kiến Đức,market,10.7535061,106.6139404,Đường Số 23,,,Amenity;Market
way/459133511,Bệnh viện Triều An,hospital,10.7391983,106.6171202,Đường Kinh Dương Vương,"425, Đường Kinh Dương Vương, Bình Tân, Hồ Chí Minh",,Amenity;Hospital
way/460200213,Chợ Bình Trị Đông,market,10.7635846,106.6125787,Đường Trương Phước Phan,"Đường Trương Phước Phan, Bình Tân, Hồ Chí Minh",,Amenity;Market
way/460352563,Trường Tiểu học Bình Trị Đông,school,10.7644566,106.6221496,Tân Hoà Đông,"276/68, Tân Hoà Đông, Bình Tân, Ho Chi Minh City",,Amenity;School
way/460352585,Công viên Nhà thi đấu Tân Bình,park,10.7949391,106.6541186,,,,Amenity;Park
way/460751646,Trường Trung học phổ thông Trần Cao Vân,school,10.7693791,106.6273991,Tô Hiệu,"126, Tô Hiệu",,Amenity;School
way/460751648,Trường Trung học cơ sở Lê Anh Xuân,school,10.7864102,106.6301155,Vườn Lài,"211/53, Vườn Lài",,Amenity;School
way/460751654,Trường Trung học phổ thông Trần Phú,school,10.7870476,106.6255153,Lê Thúc Hoạch,"18, Lê Thúc Hoạch",,Amenity;School
way/461374111,Chợ Tân Bửu,market,10.6854537,106.5391935,,Bến Lức,,Amenity;Market
way/461374117,Trường Tiểu học Tân Túc,school,10.6890905,106.5757647,,,,Amenity;School
way/462903369,Bệnh viện Quận 10,hospital,10.7760365,106.6664866,Sư Vạn Hạnh,"571, Sư Vạn Hạnh, 10, Ho Chi Minh City",,Amenity;Hospital
way/463034093,Trường Mầm non Hoạ Mi 2,school,10.7573742,106.6613209,Đường Bà Triệu,,,Amenity;School
way/463034094,Bệnh viện Răng Hàm Mặt Trung ương Thành phố Hồ Chí Minh,hospital,10.7578104,106.6606503,Đường Nguyễn Chí Thanh,"201A, Đường Nguyễn Chí Thanh, 5, Ho Chi Minh City",Bộ Y tế,Amenity;Hospital
way/463034285,Bệnh viện Chợ Rẫy,hospital,10.75695,106.6597328,Đường Nguyễn Chí Thanh,"201B, Đường Nguyễn Chí Thanh, Quận 5",Bộ Y tế,Amenity;Hospital
way/464038948,Trường Tiểu học Trần Hưng Đạo,school,10.7615566,106.689139,Trần Hưng Đạo,,,Amenity;School
way/464312769,Trường Tiểu học Đề Thám,school,10.7586781,106.6595248,Đường Lê Đại Hành,"10, Đường Lê Đại Hành, Quận 11",,Amenity;School
way/464313918,Bệnh viện Răng Hàm Mặt Thành phố Hồ Chí Minh,hospital,10.763482,106.691909,Đường Trần Hưng Ðạo,"263 - 265, Đường Trần Hưng Ðạo",,Amenity;Hospital
way/465125349,Bệnh viện Phục hồi chức năng - Điều trị bệnh nghề nghiệp,hospital,10.7414789,106.6863883,Âu Dương Lân,"313, Âu Dương Lân, Quận 8, Phường Rạch Ông",,Amenity;Hospital
way/465529204,Trường Trung học cơ sở Kiến Thiết,school,10.7732975,106.6863957,Hẻm 202/16 Đường Võ Văn Tần,,,Amenity;School
way/465546858,Trường Trung học phổ thông Bùi Thị Xuân,school,10.7690548,106.6881729,Đường Bùi Thị Xuân,"73, Đường Bùi Thị Xuân",,Amenity;School
way/465838943,Chợ Vườn Chuối,market,10.7735273,106.6842638,Hẻm 64 Nguyễn Ðình Chiểu,,,Amenity;Market
way/479699398,Lương Thế Vinh,park,10.7645957,106.6304263,Hẻm 28 Lương Thế Vinh,,,Amenity;Park
way/485859156,Trường Trung học phổ thông Hàm Nghi,school,10.7211554,106.6027699,Quốc Lộ 1A,"911, Quốc Lộ 1A",,Amenity;School
way/489015032,Trường Tiểu học Lưu Hữu Phước,school,10.7187915,106.62845,,,,Amenity;School
way/489019403,Trường Tiểu học Nguyễn Công Trứ,school,10.7181393,106.6247274,Đường Trương Đình Hội,"4, Đường Trương Đình Hội, Quận 8, Phường 16",,Amenity;School
way/489019404,Trường Trung học cơ sở Bình Đông,school,10.7172007,106.625935,Đường Bến Phú Định,"58, Đường Bến Phú Định, Quận 8, Phường 16",,Amenity;School
way/489020898,Trường Trung học cơ sở Phú Lợi,school,10.7062909,106.628169,,,,Amenity;School
way/489086378,Nhà lồng B,market,10.70141,106.6100964,,,,Amenity;Market
way/489086386,Trường Tiểu học An Phong,school,10.7088953,106.6204305,Đường Trịnh Quang Nghị,,,Amenity;School
way/489086392,Trường Tiểu học Nguyễn Trung Ngạn,school,10.7106769,106.6278746,Đường Lê Bôi,"16, Đường Lê Bôi, Quận 8",,Amenity;School
way/489591416,Trường Tiểu học An Phú Tây,school,10.6855338,106.6026196,Đường An Phú Tây - Hưng Long,,,Amenity;School
way/493155210,Cong Vien khu pho 9,park,10.7514751,106.5959419,Đường số 53B,,,Amenity;Park
way/493155212,Trường Tiểu học Bình Tân,school,10.7518581,106.5978561,Đường 48B,,,Amenity;School
way/493155229,Bệnh viện Quốc tế Thành Đô,hospital,10.741251,106.6092346,,,,Amenity;Hospital
way/493157641,Trường Đại học Văn Lang,college_university,10.8273088,106.6994241,,,,Amenity;CollegeUniversity
way/493157646,Công viên Bến Hải,park,10.8257654,106.6944107,Dương Quảng Hàm,,,Amenity;Park
way/493174211,Trường Trung học phổ thông Gò Vấp,school,10.8161653,106.6808745,Nguyễn Thái Sơn,"90A, Nguyễn Thái Sơn",,Amenity;School
way/493251139,Học Viện Phật Giáo Thành phố Hồ Chí Minh,college_university,10.7728157,106.5155903,,Bình Chánh,,Amenity;CollegeUniversity
way/494789263,Đài liệt sĩ Quận 3,park,10.7910984,106.6830226,Hẻm 384 Nam Kỳ Khởi Nghĩa,,,Amenity;Park
way/494796870,Trường Trung học cơ sở Đồng Đen,school,10.8141567,106.5776003,Quách Điêu,,,Amenity;School
way/494796871,Trường Trung học cơ sở Vĩnh Lộc A,school,10.8150882,106.5785891,,,,Amenity;School
way/494796921,Trường Tiểu học Trí Tuệ Việt,school,10.8040126,106.590547,,,,Amenity;School
way/494796922,Trường Tiểu học Ngô Quyền,school,10.8035999,106.592174,,,,Amenity;School
way/494796938,Trường Trung học phổ thông Bình Hưng Hòa,school,10.8077614,106.6044817,Hẻm 79 đường số 4,"19, Hẻm 79 đường số 4",,Amenity;School
way/494796956,Công viên Gia Phú,park,10.8066576,106.6077497,,,,Amenity;Park
way/494796967,Trường Trung học phổ thông Dân Lập Trí Đức 1,school,10.8058614,106.611554,Đường Kênh 19/5,,,Amenity;School
way/494796971,Công viên Sơn Kỳ,park,10.8065843,106.6103095,Đường DC13,,,Amenity;Park
way/494799480,Chợ Xuân Thới Thượng,market,10.8636061,106.5689509,,,,Amenity;Market
way/494799481,Trường Tiểu học Ngã ba Giồng,school,10.8626709,106.5700557,Phan Văn Hớn,,,Amenity;School
way/494799483,Trường Tiểu học Xuân Thới Thượng,school,10.8579492,106.5789968,,,,Amenity;School
way/494799489,Công Viên Rin Rin,park,10.8589008,106.5850351,,,,Amenity;Park
way/494806820,Bệnh viện Đa khoa Bình Dương,hospital,10.9975187,106.6551913,Phạm Ngọc Thạch,"5, Phạm Ngọc Thạch",,Amenity;Hospital
way/494806821,Công viên Huỳnh Văn Cù,park,10.9929645,106.6553918,Đại lộ Bình Dương,,,Amenity;Park
way/495488231,Trường Tiểu học Phú Hòa,school,10.9797253,106.6763778,,,,Amenity;School
way/495488235,Trường Đại học Thủ Dầu Một,college_university,10.9805136,106.6744341,,,,Amenity;CollegeUniversity
way/495697586,Trường Tiểu học Bành Văn Trân,school,10.7880139,106.6573607,Chử Đồng Tử,,,Amenity;School
way/495698504,Trường Tiểu học Võ Trường Toản,school,10.7762595,106.65934,Hẻm 354 Đường Lý Thường Kiệt,"74, Hẻm 354 Đường Lý Thường Kiệt",,Amenity;School
way/495698510,Công viên Chung cư Lê Thị Riêng,park,10.7834394,106.6635215,,,,Amenity;Park
way/496910209,Trường Cao đẳng nghề Việt Nam - Singapore,college_university,10.9483494,106.7084697,,,,Amenity;CollegeUniversity
way/496910223,Trường Tiểu học Bình Hòa,school,10.9095834,106.7266377,,,,Amenity;School
way/497179452,Cao đẳng Sư phạm Mầm non TW3,college_university,10.8122524,106.7711737,,,,Amenity;CollegeUniversity
way/497179454,Phân viện Học viện Phụ nữ Việt Nam,college_university,10.8146595,106.7745794,Đường Đỗ Xuân Hợp,"420, Đường Đỗ Xuân Hợp",,Amenity;CollegeUniversity
way/497179467,Trường Tiểu học Nguyễn Văn Bá,school,10.8211443,106.7755812,,,,Amenity;School
way/497179479,Trường Trung học phổ thông Phước Long,school,10.8164625,106.7757208,Dương Đình Hội,"18D, Dương Đình Hội",,Amenity;School
way/497979498,Kinderworld,school,11.0701536,106.6769723,,,,Amenity;School
way/497979530,Chợ Hòa Lợi,market,11.076869,106.6739563,,,,Amenity;Market
way/498042937,Trường Tiểu học Dĩ An A,school,10.9114055,106.7693532,,,,Amenity;School
way/498042940,Trường Trung học cơ sở Tân Đông Hiệp,school,10.9261172,106.760931,,,,Amenity;School
way/498759033,Trường Trung học cơ sở Phan Văn Trị,school,10.8295307,106.6864037,,,,Amenity;School
way/499420843,Đại học Kinh tế Kỹ thuật Bình Dương,college_university,10.9566972,106.7116333,,,,Amenity;CollegeUniversity
way/499420845,Bệnh viện Vạn Phúc 2,hospital,10.9793138,106.7398569,,,,Amenity;Hospital
way/499420888,Trường Tiểu học Bán trú Bình Chuẩn,school,10.9831174,106.7206362,,,,Amenity;School
way/499426667,Chợ Thủ Đức,market,10.8502385,106.7541973,Kha Vạn Cân,,,Amenity;Market
way/499426669,Trường Cao đẳng Cảnh sát Nhân dân 2,college_university,10.8487907,106.7581499,,,,Amenity;CollegeUniversity
way/499426681,Trường Tiểu học Từ Đức - Cơ sở 2,school,10.8470441,106.7637825,Đường Số 4,"43, Đường Số 4",,Amenity;School
way/499426683,Trường Tiểu học Lương Thế Vinh,school,10.8456245,106.7632149,Hẻm 102 Đường Đặng Vân Bi,,,Amenity;School
way/500847686,Trường Tiểu học Phạm Ngọc Thạch,school,10.7906432,106.6669968,Trường Sa,,,Amenity;School
way/500848732,Bệnh viện Đa khoa Phú Nhuận,hospital,10.7982597,106.6718231,Nguyễn Trọng Tuyển,"250, Nguyễn Trọng Tuyển, Phú Nhuận",,Amenity;Hospital
way/502252356,Chợ thuốc Quận 10,market,10.7806119,106.6667432,Nguyễn Giàn Thanh,,,Amenity;Market
way/502252357,Công viên Bãi Cát,park,10.7571464,106.6282705,Hẻm 110/43/2 Bà Hom,Quận 6,,Amenity;Park
way/502434932,Bệnh viện Nhi đồng Thành phố,hospital,10.7101346,106.5746124,Đường Võ Trần Chí,"15, Đường Võ Trần Chí, Bình Chánh, Hồ Chí Minh",,Amenity;Hospital
way/502532591,Trường Trung học cơ sở Đoàn Kết,school,10.758341,106.6288908,Đường Tân Hòa Đông,"183A, Đường Tân Hòa Đông",,Amenity;School
way/502532600,Trường Tiểu học Âu Cơ,school,10.761639,106.6309887,Trần Văn Cẩn,"23/13, Trần Văn Cẩn, Tân Phú, Ho Chi Minh City",,Amenity;School
way/502532609,Đại học Quốc tế Hồng Bàng,college_university,10.7702803,106.6341042,Đường Hòa Bình,"Đường Hòa Bình, Tân Phú, Ho Chi Minh City",,Amenity;CollegeUniversity
way/502903942,Chợ Bình Thới,market,10.7594191,106.6425361,Đường Xóm Đất,"Đường Xóm Đất, Quận 11",,Amenity;Market
way/503015557,Chợ Tân Hòa Đông,market,10.7599924,106.6272415,Đường Tân Hòa Đông,"180, Đường Tân Hòa Đông, 6, Hồ Chí MInh",,Amenity;Market
way/503015572,Trường Tiểu học Hùng Vương,school,10.753849,106.6527184,Hồng Bàng,"266, Hồng Bàng, 5, Ho Chi Minh City",,Amenity;School
way/503015600,Chợ Bốn Xã mới,market,10.7731894,106.6207912,Hương Lộ 2,"449, Hương Lộ 2, Bình Tân, Hồ Chí Minh",,Amenity;Market
way/503015601,Công Viên 158 Phan Anh,park,10.7632943,106.6251618,Hẻm 158 Phan Anh,"158, Hẻm 158 Phan Anh, Quận Tân Phú, Ho Chi Minh City",,Amenity;Park
way/503216454,Chợ Linh Trung,market,10.8599715,106.7731619,,,,Amenity;Market
way/503216464,Trường Tiểu học Đỗ Tấn Phong,school,10.8574724,106.7763745,Đường số 11,,,Amenity;School
way/503282437,Chợ Tam Bình,market,10.8703194,106.735563,,,,Amenity;Market
way/503373104,Trường Tiểu học Nguyễn Văn Tây,school,10.8757182,106.7222891,Đường số 5,,,Amenity;School
way/503373116,Trường Tiểu học Bình Chiểu,school,10.8809257,106.7299321,Tỉnh lộ 43,"902, Tỉnh lộ 43",,Amenity;School
way/503561777,Trường Trung học cơ sở Nguyễn Văn Bá,school,10.8829933,106.7633477,,,,Amenity;School
way/504157823,ÆON MALL Bình Tân,mall,10.742703,106.6119346,Đường số 17A,"1, Đường số 17A, Bình Tân, Thành phố Hồ Chí Minh",ÆON,Amenity;Mall
way/504399220,Trường Tiểu học Đặng Thị Rành,school,10.8621037,106.7210794,Quốc lộ 13 cũ,"137, Quốc lộ 13 cũ, Thành phố Thủ Đức, Phường Hiệp Bình Phước",,Amenity;School
way/504571792,Công viên Vinhomes Central Park,park,10.7934905,106.7242291,,,Vingroup,Amenity;Park
way/504577398,Bệnh viện Lê Văn Thịnh,hospital,10.7822228,106.7685006,Lê Văn Thịnh,"130, Lê Văn Thịnh, 2, Hồ Chí Minh",,Amenity;Hospital
way/505295904,Trường Trung học phổ thông chuyên Trần Đại Nghĩa,school,10.7835668,106.7377831,Phạm Văn Ngôn,,,Amenity;School
way/505295912,Trường Tiểu học An Khánh,school,10.7844878,106.7373457,Đặng Đình Tướng,,,Amenity;School
way/507538757,Khu tưởng niệm Bến Nọc,park,10.8487103,106.8040569,Đường Lê Văn Việt,Đường Lê Văn Việt,,Amenity;Park
way/507538758,Bệnh viện Lê Văn Việt,hospital,10.8449005,106.7902318,Đường Lê Văn Việt,"387, Đường Lê Văn Việt",,Amenity;Hospital
way/507538760,Học viện Chính trị khu vực II,college_university,10.8499234,106.7856235,,,,Amenity;CollegeUniversity
way/507538764,Chợ Tăng Nhơn Phú,market,10.8443916,106.787967,Lã Xuân Oai,,,Amenity;Market
way/507538770,Trường Đại học Công nghệ Kỹ thuật Thành phố Hồ Chí Minh - cơ sở 2,college_university,10.8451819,106.7969363,,,,Amenity;CollegeUniversity
way/507538772,Ký túc xá Phân hiệu Trường Đại học Giao thông Vận tải tại Thành phố Hồ Chí Minh,college_university,10.8427121,106.7965034,448,"448, Thành phố Hồ Chí Minh",Bộ Giáo dục và Đào tạo,Amenity;CollegeUniversity
way/508064676,Chợ An Dương Vương,market,10.7419252,106.6222988,Đường số 33,"6, Ho Chi Minh City",,Amenity;Market
way/508344626,Trường Tiểu học Võ Thị Sáu,school,10.7843031,106.6210751,Đường Nguyễn Sơn,"343, Đường Nguyễn Sơn, Tân Phú, Hồ Chí Minh",,Amenity;School
way/508344637,Chợ Hồ Trọng Quý,market,10.7401689,106.6321336,Cư xá Phú Lâm D,,,Amenity;Market
way/508741138,Công viên Da Sà,park,10.753875,106.617476,,,,Amenity;Park
way/508741158,Chợ Bà Hom,market,10.7533289,106.5909238,Đường Lộ Tẻ,,,Amenity;Market
way/508741159,Trường Tiểu học An Lạc 3,school,10.7388262,106.6130455,Đường Kinh Dương Vương,"504/58C, Đường Kinh Dương Vương, Bình Tân, Hồ Chí Minh",,Amenity;School
way/508741166,Trường Tiểu học An Lạc 1,school,10.72869,106.6100131,Đường Kinh Dương Vương,"401, Đường Kinh Dương Vương, Bình Tân, Hồ Chí Minh",,Amenity;School
way/508741170,Trường Tiểu học An Lạc 2,school,10.7537836,106.6207957,Phùng Tá Chu,"127, Phùng Tá Chu, Bình Tân, Ho Chi Minh City",,Amenity;School
way/508741173,Trường Trung học cơ sở An Lạc,school,10.7562847,106.6208264,Phùng Tá Chu,Phùng Tá Chu,,Amenity;School
way/509015321,Vincom Plaza Ba Tháng Hai,mall,10.7762897,106.680839,Đường 3 Tháng 2,"10, Ho Chi Minh City",,Amenity;Mall
way/509015323,Trường Trung học phổ thông Vạn Hạnh,school,10.7721151,106.6707104,Lê Hồng Phong,Lê Hồng Phong,,Amenity;School
way/509015331,Trường Trung học phổ thông Phú Lâm,school,10.7557278,106.6307125,Đường số 3,"24, Đường số 3",,Amenity;School
way/509025842,Trường Tiểu học Tân Hóa,school,10.763191,106.6347081,,,,Amenity;School
way/509025846,Siêu thị Đại Gia Hỷ,supermarket,10.7747306,106.6190593,Lê Văn Quới,"Lê Văn Quới, Bình Tân, Hồ Chí Minh",,Amenity;Supermarket
way/509025857,Trường Trung học cơ sở Bình Trị Đông A,school,10.7645748,106.6053268,Mã Lò,"160, Mã Lò, Bình Tân, Hồ Chí Minh",,Amenity;School
way/509025864,Trường Trung học phổ thông Nguyễn Hữu Cảnh,school,10.7654801,106.6004121,Hương lộ 2,"845, Hương lộ 2",,Amenity;School
way/509025868,Trường Tiểu học Bình Trị 1,school,10.7689879,106.6106015,Hương Lộ 2,"620, Hương Lộ 2, Bình Tân, Hồ Chí Minh",,Amenity;School
way/509025870,Trường Trung học cơ sở Bình Trị Đông,school,10.7680934,106.6106746,Hương Lộ 2,Hương Lộ 2,,Amenity;School
way/509172769,Trường Cao đẳng Giao thông vận tải Trung ương VI,college_university,10.7475288,106.626684,Đường Kinh Dương Vương,"189, Đường Kinh Dương Vương, 6, Ho Chi Minh City",,Amenity;CollegeUniversity
way/509172787,Trường Quốc tế Việt Úc,school,10.7664798,106.6630804,Đường 3 Tháng 2,"594, Đường 3 Tháng 2",,Amenity;School
way/509172789,Trường Cao đẳng Giao thông vận tải Trung ương III,college_university,10.7872444,106.6215615,Văn Cao,"73, Văn Cao",,Amenity;CollegeUniversity
way/509172794,Trường Tiểu học Lê Văn Tám,school,10.7922527,106.6304114,Đường Độc Lập,"145, Đường Độc Lập, Tân Phú, Hồ Chí Minh",,Amenity;School
way/509172797,Trường Giáo dục thường xuyên quận Tân Phú,school,10.7902139,106.6299057,,"Tân Phú, Hồ Chí Minh",,Amenity;School
way/509355556,Trường Tiểu Học Bình Trị 2,school,10.7493191,106.616933,Đường số 3,"88A, Đường số 3, Binh Tân, Hồ Chí Minh",,Amenity;School
way/509640809,Trường Trung học cơ sở Lê Tấn Bê,school,10.7273486,106.6143158,,,,Amenity;School
way/509640814,Trường Trung học cơ sở Trần Quốc Toản,school,10.7889975,106.6124186,Kênh Nước Đen,"76, Kênh Nước Đen",,Amenity;School
way/510128828,Trường Trung học cơ sở Tân Tạo,school,10.761369,106.5899405,Hồ Văn Long,"68, Hồ Văn Long",,Amenity;School
way/511205619,Trường Trung học phổ thông Ngô Gia Tự,school,10.7345116,106.6377521,Bến Bình Đông,"360E, Bến Bình Đông",,Amenity;School
way/511517485,Chợ Tân Hương,market,10.7903428,106.6229108,Nguyễn Dữ,,,Amenity;Market
way/512270770,Chợ Bình Long,market,10.7818929,106.6169046,Hẻm 49 đường số 3,"Hẻm 49 đường số 3, Bình Tân, Hồ Chí Minh",,Amenity;Market
way/514174216,Chợ Bình Chánh,market,10.665692,106.5717637,,,,Amenity;Market
way/516091163,Trường Trung học phổ thông Lê Minh Xuân,school,10.7682562,106.5519403,,,,Amenity;School
way/516091203,Chợ Cầu Xáng,market,10.7909894,106.5154257,,,,Amenity;Market
way/516639136,Trường Cao Đẳng Giao Thông Vận Tải Thành phố Hồ Chí Minh,college_university,10.8568437,106.6109115,,,,Amenity;CollegeUniversity
way/516639141,Chợ Trung Chánh,market,10.8603504,106.6099327,,,,Amenity;Market
way/516639174,Trường Đại học Giao thông Vận tải Thành phố Hồ Chí Minh - Cơ sở 3,college_university,10.8657253,106.6187275,Đường Tô Ký,"70, Đường Tô Ký",,Amenity;CollegeUniversity
way/516639176,Chợ Tân Chánh Hiệp,market,10.8598516,106.6181902,,,,Amenity;Market
way/516639185,Trường Trung học cơ sở Hà Huy Tập,school,10.8668898,106.6147653,Nguyễn Ảnh Thủ,,,Amenity;School
way/516639191,Trường Tiểu học Võ Thị Sáu,school,10.874089,106.6335095,Đường N1,,,Amenity;School
way/516774759,Trường Tiểu học Trần Văn Kiểu,school,10.7619302,106.6609735,Đường Vĩnh Viễn,"479, Đường Vĩnh Viễn, 10, Ho Chi Minh City",,Amenity;School
way/516774772,Bệnh viện Đa khoa Trung Mỹ Tây,hospital,10.8608483,106.6307188,Dương Thị Mười,"111, Dương Thị Mười, Trung Mỹ Tây",,Amenity;Hospital
way/516774845,Trường Trung học cơ sở&Trung học phổ thông Ngôi Sao,school,10.7493213,106.6140692,Đường số 3,"96, Đường số 3",,Amenity;School
way/516932900,Trường Tiểu học Hồ Thị Kỷ,school,10.7662787,106.6762998,Hồ Thị Kỷ,"105, Hồ Thị Kỷ",,Amenity;School
way/516932941,Chợ Lê Hồng Phong,market,10.7643514,106.6767748,Hẻm 66 Hùng Vương,,,Amenity;Market
way/516933002,Trường Cao đẳng Kinh tế Thành phố Hồ Chí Minh,college_university,10.7645916,106.6735882,Đường Vĩnh Viễn,"33, Đường Vĩnh Viễn, 10, Ho Chi Minh City",,Amenity;CollegeUniversity
way/516946751,Trường Trung học cơ sở và Trung học phổ thông Sương Nguyệt Anh,school,10.7620842,106.6712244,Đường Hòa Hảo,"249, Đường Hòa Hảo",,Amenity;School
way/516946766,Trường Dự bị Đại học Thành phố Hồ Chí Minh,college_university,10.7596493,106.6705624,Đường Nguyễn Chí Thanh,"91, Đường Nguyễn Chí Thanh",,Amenity;CollegeUniversity
way/516946816,Trường Trung học cơ sở Hoàng Văn Thụ,school,10.7632091,106.6687204,Đường Nguyễn Tri Phương,"322, Đường Nguyễn Tri Phương",,Amenity;School
way/518855290,Trường Tiểu học Thiên Hộ Dương,school,10.7767452,106.6646869,Đường Tô Hiến Thành,"341, Đường Tô Hiến Thành, 10, Ho Chi Minh City",,Amenity;School
way/520823014,Phân hiệu Trường Cao đẳng Nông nghiệp Nam Bộ tại Thành phố Hồ Chí Minh,college_university,10.7483782,106.6227306,Đường An Dương Vương,"Đường An Dương Vương, Bình Tân, Ho Chi Minh City",,Amenity;CollegeUniversity
way/522950043,Trường Trung học cơ sở Trần Phú,school,10.7833411,106.6618959,Cửu Long,"82, Cửu Long",,Amenity;School
way/522958354,Chợ Bà Hoa,market,10.7916887,106.6474841,Trần Mai Ninh,"101, Trần Mai Ninh, Tân Bình",,Amenity;Market
way/523365877,Trường Trung học phổ thông Trần Hưng Đạo,school,10.8460731,106.6825006,Hẻm 195 Đường Số 28,,,Amenity;School
way/523650557,Chợ Phạm Văn Hai,market,10.7947735,106.6627004,Phạm Văn Hai,"123, Phạm Văn Hai, Quận Tân Bình, Thành phố Hồ Chí Minh",,Amenity;Market
way/523650595,Trường Đại học Công Thương Thành phố Hồ Chí Minh,college_university,10.80692,106.628681,Lê Trọng Tấn,"140, Lê Trọng Tấn, Tân Phú, Hồ Chí Minh",,Amenity;CollegeUniversity
way/529015846,Chợ Thảo Điền,market,10.8024021,106.7282374,Xuân Thuỷ,,,Amenity;Market
way/530247665,Công viên Bờ kè Gia Long,park,10.8981994,106.7014337,Gia Long,Gia Long,,Amenity;Park
way/531191849,Bệnh viện Đa khoa khu vực Hóc Môn,hospital,10.8826218,106.5929391,,,,Amenity;Hospital
way/531191853,Trường Trung học phổ thông Lý Thường Kiệt,school,10.8899528,106.6010492,Trần Thị Bốc,Trần Thị Bốc,,Amenity;School
way/531191859,Chợ Bà Điểm,market,10.8402679,106.6001016,Phan Văn Hớn,"Hóc Môn, Hồ Chí Minh",,Amenity;Market
way/531191860,Trường Trung học cơ sở Phan Công Hớn,school,10.8406933,106.5992863,Nguyễn Ảnh Thủ,,,Amenity;School
way/532651473,Chợ Phú Xuân,market,10.7026776,106.7374723,,,,Amenity;Market
way/532651475,Công viên KDC Belleza,park,10.7067116,106.7289307,Đường số 1 / Đường D4 / Đường số 1,,,Amenity;Park
way/537669583,UEF - Đại học Kinh Tế Tài Chính,college_university,10.7989905,106.706784,Đường Điện Biên Phủ,"276, Đường Điện Biên Phủ, Quận Bình Thạnh, Thành phố Hồ Chí Minh",,Amenity;CollegeUniversity
way/547931045,Chợ Nam Hòa,market,10.7830242,106.6601834,Đất Thánh,,,Amenity;Market
way/548422803,Chợ Nghĩa Hòa,market,10.7876762,106.6594484,Hẻm 42 Nghĩa Phát,,,Amenity;Market
way/548991056,Trường Trung học cơ sở Nguyễn Trung Trực,school,10.8757303,106.6554304,,,,Amenity;School
way/549509783,Trường tiểu học Đoàn Thị Điểm,school,10.8023164,106.6304328,Trần Văn Ơn,"16, Trần Văn Ơn",,Amenity;School
way/549509810,Trường Trung học cơ sở Phan Bội Châu,school,10.8401898,106.6288686,Nguyễn Thị Gạch,,,Amenity;School
way/554668449,Chợ Nhật Tảo,market,10.7651635,106.6698901,Nhật Tảo,,,Amenity;Market
way/556234623,Vạn Hạnh Mall,mall,10.770575,106.6695631,Sư Vạn Hạnh,"11, Sư Vạn Hạnh, Quận 10",,Amenity;Mall
way/556396336,Công Viên Trung Tâm Cresent,park,10.7287198,106.71771,,,,Amenity;Park
way/568056546,Trường tiểu học Nguyễn Văn Trỗi,school,10.7901193,106.7772951,Đường Số 56,,,Amenity;School
way/568058255,Đài Tưởng niệm Liệt sĩ Cầu Rạch Chiếc,park,10.8119488,106.7558259,Song Hành Võ Nguyên Giáp,,,Amenity;Park
way/568980592,Bệnh viện Mắt Bà Rịa - Vũng Tàu,hospital,10.5073775,107.1774461,,,,Amenity;Hospital
way/576360480,KNG Outlet Mall,mall,10.5890421,107.0562503,,,,Amenity;Mall
way/580493839,Vườn cây Cường Để,park,10.3470854,107.0783928,Thống Nhất,,,Amenity;Park
way/58202472,Toà Nhà Parkson CT Plaza,mall,10.8130453,106.6656962,,,,Amenity;Mall
way/582526129,Bệnh viện Đại học Y dược Shingmark Đồng Nai,hospital,10.8968766,106.8632765,,,,Amenity;Hospital
way/585932876,Bệnh viện Đa Khoa Vạn Hạnh,hospital,10.7713531,106.670117,Hẻm 702 Sư Vạn Hạnh,,,Amenity;Hospital
way/58711783,Chợ Trần Hữu Trang,market,10.7934979,106.6718224,Trần Hữu Trang,"Trần Hữu Trang, Phú Nhuận",,Amenity;Market
way/587459798,Trường Trung học cơ sở Võ Văn Kiệt,school,10.3734269,107.0576698,,,,Amenity;School
way/587505132,TTTM RomeA,mall,10.7780347,106.6901155,,,,Amenity;Mall
