result_set_id,user_id,raw_query,n_hits,hit_listing_ids,ground_truth_listing_ids,live_pred_listing_ids
rs_300085,usr_1032,"tìm căn hộ Phường Tân Thuận dưới 6.8 tỷ gần trường học, 1 phòng ngủ, gần bến xe buýt",6,44335474;45100589;45151230;44525010;44574182;45267919,44335474;45100589;45151230;44346372;44525010;43548457;43211541;44574182;45268380;45267919,44574182;44558312;45100589;45151230;44953673;44558218;45143438;44335474;45267919;44525010
rs_300086,usr_1033,"cần mua nhà đất 2 phòng ngủ ở Phường Bình Thới để ở, dưới 7.1 tỷ, gần trường học",0,,45213303;45178730;45238334;45241974;44762633;45170694;45188401;45234494;45170798;45191674,44570832;45050074;44837259;44766282;45172574;45181336;45215996;45206999;44804938;45265594
rs_300087,usr_1033,"tìm nhà đất Phường Diên Hồng dưới 7.1 tỷ gần trường học, 2 phòng ngủ",4,44838169;45239247;43684138;45233559,45209564;44838169;45239247;43684138;43732616;45233559;43717341;44050057;44626301;45177146,44448600;43684138;43684191;44130060;44838169;44965701;43317208;45239247;45233559;40901271
rs_300088,usr_1034,"nhà đất Phường An Khánh dưới 21.4 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",3,44508062;43955966;45153972,44508062;45178550;43955966;45174323;45153972;44516802;44464713;45032566;34061984;40990762,45153972;44850086;44333099;45052563;45082255;43955966;44043317;45040043;44508062;43883712
rs_300089,usr_1034,"nhà đất Phường An Khánh dưới 21.4 tỷ cho gia đình, 2 phòng ngủ, gần trường học",3,44508062;43955966;45153972,44508062;45178550;43955966;45174323;45153972;44516802;44464713;45032566;34061984;40990762,45153972;44850086;44333099;45052563;45082255;43955966;44508062;44043317;43883712;44552020
rs_300090,usr_1034,"nhà ở Phường An Khánh thoáng mát 2pn, dưới 21.4 tỷ, gần trường học",1,45153972,44508062;45178550;43955966;45174323;45153972;44516802;44464713;45032566;34061984;40990762,45153972;44850086;44333099;44043317;45040043;44552020;43883712;45040159;44375534;45209742
rs_300091,usr_1035,"tìm phòng nhà đất ở Phường Bình Trị Đông dưới 6.3 tỷ, 3 phòng ngủ, gần trường học",5,44865186;45250656;45251495;45256146;45256231,44865186;45250656;45183579;44870565;45233147;45269189;45251495;44652527;45256146;45256231,45264890;45256146;45256250;45251495;45256231;45250656;44865186;45250342;45257711;45185949
rs_300092,usr_1035,"nhà đất Phường Bình Trị Đông dưới 6.3 tỷ cho thuê gần metro, 3 phòng ngủ, gần trường học",7,44865186;45250656;44870565;45269189;45251495;45256146;45256231,44865186;45250656;45183579;44870565;45233147;45269189;45251495;44652527;45256146;45256231,45256146;45256231;45251495;45250656;44865186;45264890;45269189;45250342;45256250;44870565
rs_300093,usr_1036,"căn hộ Phường Cát Lái dưới 7.5 tỷ cho gia đình, 2 phòng ngủ, gần trường học",6,44400338;44607260;44900791;45012434;44400867;43849134,44400338;44971549;44607260;44900791;45012434;44945202;45097549;44400867;43849134;45173212,44400867;44400338;45094868;44900791;45012434;44708079;44607260;43849134;44141551;45215158
rs_300094,usr_1036,"nhà ở Phường An Hội Tây thoáng mát 2pn, dưới 7.5 tỷ, gần trường học",2,43499957;44950030,44102172;45247172;43499957;45128479;44907090;44950030;45204682;45206256;45203024;45005291,45071367;45255747;45251031;45266627;45075817;45267089;45258990;43499957;44950030;45085092
rs_300095,usr_1036,"nhà ở Phường Cát Lái thoáng mát 2pn, dưới 7.5 tỷ, gần trường học",6,44400338;44607260;44900791;45012434;44400867;43849134,44400338;44971549;44607260;44900791;45012434;44945202;45097549;44400867;43849134;45173212,44400867;44400338;45094868;45012434;44708079;44607260;44900791;43849134;45215158;45149575
rs_300096,usr_1037,"nhà ở Phường Bình Trị Đông thoáng mát 2pn, dưới 2.2 tỷ, có bãi đỗ xe",2,45256146;45256231,45190121;45181375;45092572;44865186;45251495;45269189;45250656;45256146;45256231;44652527,45256231;45256146;45190792;45256250;44995879;45194695;45185949;45250342;45186061;45264890
rs_300097,usr_1037,"nhà đất Xã Hồ Tràm dưới 2.2 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có bãi đỗ xe",4,41212871;45005790;45078935;45073001,41212871;44734340;44620331;45215996;42182617;45005790;43530901;45078935;45073001;43381561,45206386;45078935;41212871;45073001;45189623;45204859;44878017;45181336;45005790;44816319
rs_300098,usr_1038,"căn hộ Phường Tăng Nhơn Phú dưới 2.5 tỷ cho thuê gần metro, 2 phòng ngủ, gần trường học",2,45251894;44953962,44531634;44796007;44422861;43349917;43537036;44046077;44967290;44626653;45251894;44953962,45251894;45263200;45166701;45140058;45166768;44953962;45007922;44770103;44953993;45242724
rs_300099,usr_1038,"tìm phòng căn hộ ở Phường Tăng Nhơn Phú dưới 2.5 tỷ, 2 phòng ngủ, gần trường học",3,44422861;43349917;43537036,44531634;44796007;44422861;43349917;43537036;44046077;44967290;44626653;45251894;44953962,44786591;44422861;43349917;44256714;44922077;45184650;43537036;45100628;45102937;44870654
rs_300100,usr_1039,"thuê nhà đất Xã Nhà Bè 2 phòng ngủ dưới 6.7 tỷ, gần trường học",2,44949894;45054263,44949894;45268965;45054263;45200975;43697094;44995869;45088499;45056553;44997886;44893598,44261451;44572247;45261598;45054263;45140583;44089093;44378630;44940395;44949894;45159575
rs_300101,usr_1039,"tìm phòng căn hộ ở Phường Phú Thuận dưới 6.7 tỷ, 2 phòng ngủ, gần trường học",2,44960399;45075295,45227501;44960399;43136703;45231927;45088537;44958250;44887265;45075295;45157388;44854998,44342167;43489295;45138568;45264249;45268404;45260718;45075295;44960399;44857911;45072577
rs_300102,usr_1039,"tìm phòng nhà đất ở Xã Nhà Bè dưới 6.7 tỷ, 2 phòng ngủ, gần trường học",2,44949894;45054263,44949894;45268965;45054263;45200975;43697094;44995869;45088499;45056553;44997886;44893598,44385645;44378630;45140583;44261451;44572247;45253417;45069226;44949894;45159575;45054263
rs_300103,usr_1040,"tìm nhà đất Phường Khánh Hội dưới 2.5 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",6,44256277;44779145;44817009;44456588;45110391;45074852,44256277;45073172;44779145;44817009;45245637;44456588;45110391;45249214;45074852;44673778,45074852;44779145;44817009;45199044;44586268;44456588;45110391;44052997;44256277;44864723
rs_300104,usr_1040,"nhà đất Phường Khánh Hội dưới 2.5 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",6,44256277;44779145;44817009;44456588;45110391;45074852,44256277;45073172;44779145;44817009;45245637;44456588;45110391;45249214;45074852;44673778,45074852;44779145;44817009;45199044;44586268;44456588;45110391;44052997;44256277;44784446
rs_300105,usr_1040,"nhà đất Phường Khánh Hội dưới 2.5 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",6,44256277;44779145;44817009;44456588;45110391;45074852,44256277;45073172;44779145;44817009;45245637;44456588;45110391;45249214;45074852;44673778,45074852;44817009;44779145;45199044;44586268;44456588;44256277;45110391;44784446;44864723
rs_300106,usr_1041,"tìm nhà đất Phường Cầu Kiệu dưới 6.6 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",1,45042172,45184555;45158802;45075879;45104610;45042172;44984489;44770429;44805963;44881605;44970677,45272297;45042172;45265897;45128126;44966659;45085394;45266718;45094268;45196417;45229581
rs_300107,usr_1041,"tìm nhà đất Phường Cầu Kiệu dưới 6.6 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",1,45042172,45184555;45158802;45075879;45104610;45042172;44984489;44770429;44805963;44881605;44970677,45272297;45042172;45265897;45128126;44966659;45085394;45266718;45094268;45196417;45229581
rs_300108,usr_1041,"tìm nhà đất Phường Cầu Kiệu dưới 6.6 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",1,45042172,45184555;45158802;45075879;45104610;45042172;44984489;44770429;44805963;44881605;44970677,45272297;45042172;45128126;44966659;45265897;45085394;45094268;45196417;45229581;45266718
rs_300109,usr_1042,"cần thuê căn hộ Phường Bình Thạnh full nội thất, dưới 2.2 tỷ, 2 phòng ngủ, gần trường học",2,44256714;45246408,44256714;45246408;45232003;45261561;45158302;44147966;45218954;45211234;45043691;45159379,43927551;45149520;45056277;45264187;45266795;45246408;44256714;45266012;44049181;43824759
rs_300110,usr_1042,"thuê căn hộ Phường Bình Thạnh 2 phòng ngủ dưới 2.2 tỷ, gần trường học",1,45246408,44256714;45246408;45232003;45261561;45158302;44147966;45218954;45211234;45043691;45159379,43927551;45264187;45149520;45266012;45246408;44049181;44895620;45266795;44623799;44466982
rs_300111,usr_1043,"thuê nhà đất Phường Bình Trị Đông 1 phòng ngủ dưới 25.1 tỷ, có phòng gym",0,,45124344;44865186;45251495;45264890;45269189;45250656;45256146;45256250;45257711;45256231,45186061;45185949;45192150;44954094;45135481;44448882;45190476;44687019;45227552;44085270
rs_300112,usr_1043,"cần thuê nhà đất Phường Bình Trị Đông full nội thất, dưới 25.1 tỷ, 1 phòng ngủ, có phòng gym",9,44865186;45251495;45264890;45269189;45250656;45256146;45256250;45257711;45256231,45124344;44865186;45251495;45264890;45269189;45250656;45256146;45256250;45257711;45256231,45264890;45256250;45256231;45256146;44865186;45250342;45257711;45250656;45251495;45269189
rs_300113,usr_1044,"cần mua nhà đất 2 phòng ngủ ở Phường An Khánh để ở, dưới 2.3 tỷ, gần bến xe buýt",2,45052563;45082255,43955966;45052563;44959314;44161504;44187043;44508062;45178550;45174323;45011337;45082255,45153972;45052563;44850086;44333099;45082255;44522657;45040043;44552020;44043317;45040159
rs_300114,usr_1044,"nhà ở Phường An Khánh thoáng mát 2pn, dưới 2.3 tỷ, gần bến xe buýt",1,45052563,43955966;45052563;44959314;44161504;44187043;44508062;45178550;45174323;45011337;45082255,45153972;44333099;44850086;45052563;44552020;44043317;45040043;45040159;44375534;43883712
rs_300115,usr_1044,"nhà đất Phường An Khánh dưới 2.3 tỷ cho gia đình, 2 phòng ngủ, gần bến xe buýt",2,45052563;45082255,43955966;45052563;44959314;44161504;44187043;44508062;45178550;45174323;45011337;45082255,45052563;45153972;44333099;44850086;44522657;45082255;44552020;45040043;44043317;43452836
rs_300116,usr_1045,"căn hộ Phường Phú Thọ Hòa dưới 3.0 tỷ cho gia đình, 3 phòng ngủ, gần trường học",7,44526324;45197190;44945503;45025864;44945217;44855737;45239681,44526324;45197190;44945503;45025864;44945217;44855737;45239681;45100628;45102937;45056608,44526324;45255630;45265683;45197190;44945503;45025864;44945217;45249634;45239681;44855737
rs_300117,usr_1045,"tìm nhà đất Phường Thông Tây Hội dưới 3.0 tỷ gần trường học, 3 phòng ngủ",8,45157309;45232601;45011234;45132591;45160333;44979444;45012028;45117695,45157309;45232601;45011234;45132591;45160333;45125602;44979444;45012028;45117695;44973308,45132591;44979444;45157309;45144119;45160333;45232601;45011234;45117695;45012028;45256206
rs_300118,usr_1046,"tìm nhà đất Phường Bình Trị Đông dưới 2.5 tỷ gần trường học, 2 phòng ngủ",6,45256231;44865186;45251495;45269189;45250656;45256146,45092572;45256231;44865186;45251495;45269189;45250656;45256146;44652527;44954094;45233147,45256250;45256231;45256146;45264890;45250342;44865186;45250656;45257711;45269189;45251495
rs_300119,usr_1046,"nhà đất Phường Bình Trị Đông dưới 2.5 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",6,45256231;44865186;45251495;45269189;45250656;45256146,45092572;45256231;44865186;45251495;45269189;45250656;45256146;44652527;44954094;45233147,45256250;45256231;45256146;45264890;45250342;44865186;45250656;45257711;45251495;45269189
rs_300120,usr_1047,"tìm căn hộ Phường Phú Nhuận dưới 2.5 tỷ gần trường học, 1 phòng ngủ, có thang máy",3,45063282;44939112;45226611,45063282;44466821;44939112;44915344;45226611;45222510;44890005;44867479;44454746;45143569,45042172;44939112;44984489;44723700;44770429;45063282;45252566;45261537;45226611;45264351
rs_300121,usr_1047,"nhà ở Phường Phú Nhuận thoáng mát 1pn, dưới 2.5 tỷ, có thang máy",4,44939112;45226611;45222510;44867479,45063282;44466821;44939112;44915344;45226611;45222510;44890005;44867479;44454746;45143569,45082533;45075183;45226611;44867479;45222510;44939112;45272297;45266718;44784242;45192385
rs_300122,usr_1047,"cần mua căn hộ 1 phòng ngủ ở Phường Phú Nhuận để ở, dưới 2.5 tỷ, có thang máy",6,45063282;44466821;44939112;45226611;45222510;44867479,45063282;44466821;44939112;44915344;45226611;45222510;44890005;44867479;44454746;45143569,45042172;44939112;45063282;44984489;44466821;44867479;45226611;44723700;45222510;44770429
rs_300123,usr_1048,"tìm căn hộ Phường Tân Hưng dưới 2.1 tỷ gần trường học, 2 phòng ngủ",3,45091488;45252887;44974281,45088647;45081962;45081807;44910264;42599412;45091488;45189288;45005416;45252887;44974281,45252887;44958480;45091488;45068527;45134992;44341133;44974281;44523302;44942944;45262999
rs_300124,usr_1048,"nhà đất Phường Bình Tân dưới 2.1 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",2,45007564;45269300,45007564;45074990;45242353;45080258;45066544;44928768;45269300;45116282;45118179;45233274,45256146;45256250;45250342;45137798;45256231;45050264;45256237;45269300;45167074;45007564
rs_300125,usr_1048,"căn hộ Phường Vĩnh Hội dưới 2.1 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",6,44742356;45263202;45240735;45263106;45018689;44186833,44742356;45263202;44956559;44715266;45240735;45263106;45018689;45013698;44186833;45205679,45263202;44742356;45263106;44186833;45240735;44767187;44714315;44952217;44565872;45018689
rs_300126,usr_1049,"nhà đất Phường An Hội Tây dưới 2.2 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",1,44950030,45019732;44102172;45247172;43499957;45128479;44907090;44950030;45204682;45206256;45203024,45071367;45255747;45251031;45075817;45266627;45267089;45256975;45258990;45085092;44950030
rs_300127,usr_1049,"căn hộ Phường Phú Thạnh dưới 2.2 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",6,45186771;45195327;45268305;45255721;45144435;45263618,45186771;45195327;45268305;45255721;45144435;45223742;44995325;45077787;45154817;45263618,45268305;45255784;45255721;45269471;45263618;45186361;45144435;45195327;45186771;45182579
rs_300128,usr_1049,"mua nhà đất đầu tư ở Phường An Hội Tây pháp lý rõ ràng, dưới 2.2 tỷ, 2 phòng ngủ, gần trường học",1,44950030,45019732;44102172;45247172;43499957;45128479;44907090;44950030;45204682;45206256;45203024,44229900;45078935;44620727;44945779;44927823;44950030;45220153;44999864;44652527;45236333
rs_300129,usr_1050,"mua căn hộ đầu tư ở Phường Bình Trưng pháp lý rõ ràng, dưới 3.0 tỷ, 3 phòng ngủ, gần trường học",1,44133946,44133946;44199099;44878181;45248655;44781792;44781667;44729464;43652465;45217453;43688714,45103700;43411750;45101997;44874356;44826933;44133946;45263812;45060998;42666931;45025394
rs_300130,usr_1050,"căn hộ Phường Bình Trưng dưới 3.0 tỷ dòng tiền tốt, 3 phòng ngủ, gần trường học",1,44133946,44133946;44199099;44878181;45248655;44781792;44781667;44729464;43652465;45217453;43688714,45103700;43411750;44874356;44133946;45101997;44826933;45263812;45025394;45060998;45177268
rs_300131,usr_1051,"nhà đất Phường Bảy Hiền dưới 25.3 tỷ cho thuê lại được, 2 phòng ngủ, gần trung tâm thương mại",3,43553145;45261455;45204859,43553145;45261455;45126351;45193853;45223747;43817305;43588872;45204859;44235703;45244632,45261455;43553145;45260967;45215996;45159692;44977392;45250379;45204859;45155061;42255314
rs_300132,usr_1051,"mua nhà đất đầu tư ở Phường Hiệp Bình pháp lý rõ ràng, dưới 25.3 tỷ, 2 phòng ngủ, gần trung tâm thương mại",4,44951460;45181136;44629805;45163490,44951460;44963337;45181136;44629805;45219816;44932247;43751182;45143281;44842530;45163490,44872978;44804938;44826534;44396824;45181136;45163490;44951460;44866741;44629805;44826885
rs_300133,usr_1052,"tìm nhà đất Phường Phú Định dưới 2.3 tỷ gần trường học, 2 phòng ngủ",4,45111637;44743197;45269276;42886620,45237780;45154879;45231828;44693702;45225478;45111637;44743197;45269276;42886620;44886432,45131129;42886620;45269276;44743197;45169945;44372189;43634809;45116396;43662693;45111637
rs_300134,usr_1052,"căn hộ Phường An Hội Đông dưới 2.3 tỷ cho gia đình, 2 phòng ngủ, gần trường học",5,45261802;44927823;42423444;45263425;45146834,45237880;45261802;44740495;45222961;44927823;45041250;45190029;42423444;45263425;45146834,45263425;45146834;45267976;45252189;45261802;45267208;42423444;45141247;44927823;44816803
rs_300135,usr_1053,"cần mua nhà đất 2 phòng ngủ ở Phường Thông Tây Hội để ở, dưới 7.9 tỷ, gần trường học",2,45132591;44979444,45232601;45011234;45132591;44790683;45160333;45157309;45088684;44979444;44506594;45012028,45256206;45132591;45269042;45265868;45256356;45255230;44979444;45144247;44961717;45252025
rs_300136,usr_1053,"nhà đất Phường Thông Tây Hội dưới 7.9 tỷ cho gia đình, 2 phòng ngủ, gần trường học",2,45132591;45088684,45232601;45011234;45132591;44790683;45160333;45157309;45088684;44979444;44506594;45012028,45256206;45132591;45269042;45265868;45256356;45255230;44961717;44800993;45088684;44979748
rs_300137,usr_1054,"nhà đất Xã Nhà Bè dưới 6.5 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, gần metro",2,45069226;45054263,44893598;44315816;44949894;45069226;45271541;45268965;45054263;45201015;45125514;45256662,45054263;45069226;44995869;45253260;44340134;45159575;45261598;44877579;44829409;44522452
rs_300138,usr_1054,"nhà đất Phường Tân Sơn dưới 6.5 tỷ cho gia đình, 1 phòng ngủ, gần metro",3,44393683;45177340;45203396,44393683;45249096;45097499;45234974;45229038;45183074;45177340;45110126;45203396;45065182,44466877;44421523;45257389;45138363;44756981;44393683;45178962;45177340;44573847;45203396
rs_300139,usr_1054,"cần mua nhà đất 1 phòng ngủ ở Xã Bình Lợi để ở, dưới 6.5 tỷ, gần metro",1,44935352,44620727;44971824;45081886;45029262;45152244;45154419;45195893;45071367;44935352;45144378,45211053;45227842;44935352;45137354;45084742;45101930;45236756;44977392;43851729;45220144
rs_300140,usr_1055,"mua nhà đất đầu tư ở Phường Thông Tây Hội pháp lý rõ ràng, dưới 5.6 tỷ, 2 phòng ngủ, gần trường học",1,45088684,44790683;45157309;45088684;44979444;44506594;45232601;45011234;45012028;45193895;45160333,45256206;45132591;45265868;45269042;45088684;44961717;44800993;45046696;45240363;45256356
rs_300141,usr_1055,"nhà đất Phường An Lạc dưới 5.6 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",4,42972398;45102649;45265733;44697172,42972398;45163698;45102649;45179131;44763347;45265733;44697172;45095425;45095507;44784199,45250023;44672339;44955433;45019913;45102649;44697172;42972398;45235052;44623291;45265733
rs_300142,usr_1055,"mua nhà đất đầu tư ở Xã Hiệp Phước pháp lý rõ ràng, dưới 5.6 tỷ, 2 phòng ngủ, gần trường học",1,44378630,44593189;43821501;44385645;44378630;44587740;45226241;44945779;44733999;44733927;44881114,44261451;44572247;45261598;44378630;44522452;44940395;45141065;45173450;45191212;44233647
rs_300143,usr_1056,"cần mua căn hộ 2 phòng ngủ ở Phường Phú Thuận để ở, dưới 2.4 tỷ, gần trường học",0,,45227501;43684389;45222094;44435880;43832511;44960399;44837428;43136703;41340827;45231927,44904039;45197190;44786591;44894510;44945503;44870654;45175567;44922077;45025864;45179775
rs_300144,usr_1056,"nhà đất Phường Phú Định dưới 2.4 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",3,44743197;45269276;42886620,45237780;45154879;45231828;44693702;45225478;45111637;44743197;45269276;42886620;44886432,45131129;42886620;45269276;45169945;43662693;43634809;44743197;45141155;45116396;44372189
rs_300145,usr_1057,"căn hộ Phường An Khánh dưới 6.3 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",7,45040159;45040043;34061984;42091112;45032566;44427897;45153972,45040159;45040043;34061984;40990762;42091112;45032566;44427897;44464713;45153972;44516802,45153972;45040043;45040159;42091112;44427897;34061984;45032566;45178550;44850086;44508062
rs_300146,usr_1057,"cần mua căn hộ 2 phòng ngủ ở Phường An Khánh để ở, dưới 6.3 tỷ, gần trường học",4,45040159;45040043;45032566;45153972,45040159;45040043;34061984;40990762;42091112;45032566;44427897;44464713;45153972;44516802,45153972;44850086;44333099;45040043;45040159;45209742;45052563;45040477;45032480;45032566
rs_300147,usr_1057,"căn hộ Phường An Khánh dưới 6.3 tỷ cho gia đình, 2 phòng ngủ, gần trường học",7,45040159;45040043;34061984;42091112;45032566;44427897;45153972,45040159;45040043;34061984;40990762;42091112;45032566;44427897;44464713;45153972;44516802,45153972;45040043;45040159;42091112;34061984;44427897;45032566;44850086;44333099;45211123
rs_300148,usr_1058,"nhà đất Phường Hiệp Bình dưới 2.9 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",3,40970351;44951460;44963337,40970351;44951460;44963337;45181136;44629805;45219816;44932247;43751182;45143281;44842530,40489660;44951460;44348441;45097287;44963337;45096611;40970351;45073914;44804938;44872978
rs_300149,usr_1058,"mua nhà đất đầu tư ở Phường Hiệp Bình pháp lý rõ ràng, dưới 2.9 tỷ, 1 phòng ngủ, gần trung tâm thương mại",4,40970351;44951460;44963337;45219816,40970351;44951460;44963337;45181136;44629805;45219816;44932247;43751182;45143281;44842530,44951460;40489660;45097287;44348441;44963337;45096611;40970351;44872978;45073914;45219816
rs_300150,usr_1059,"nhà ở Phường Phú Nhuận thoáng mát 1pn, dưới 6.9 tỷ, có sân thể thao",3,45263166;45261537;45267558,45063282;44466821;45263166;45214659;45261537;45189864;45036689;45025194;45267558;44983045,45261537;45272297;45075183;45042172;45252566;45267558;45266718;45263166;45255723;44966659
rs_300151,usr_1059,"căn hộ Phường Phú Nhuận dưới 6.9 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, có sân thể thao",0,,45063282;44466821;45263166;45214659;45261537;45189864;45036689;45025194;45267558;44983045,44713493;43344418;45084721;45017137;45162235;44286055;44843875;44848669;45082533;43537036
rs_300152,usr_1060,"căn hộ Phường Bến Thành dưới 2.7 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",4,44870654;44868190;45014857;43959995,44870654;44868190;45014857;43940956;44482740;44186979;44807125;44345057;43959995;44416135,43959995;44868190;45014857;44838130;44823393;44870654;45256332;44825135;43698090;44823131
rs_300153,usr_1060,"căn hộ Phường An Lạc dưới 2.7 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",6,45095425;45095507;45265733;44697172;44623291;45257289,45095425;45095507;45265733;44697172;44623291;45257289;44784199;44744909;45083934;44763347,44623291;45095425;45095507;45265733;44697172;44785182;45210622;45250023;45257289;44672339
rs_300154,usr_1061,"căn hộ Phường Bình Trưng dưới 5.7 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần metro",2,45217453;43411750,43652465;45217453;44199099;44424655;43411750;44317266;44843831;44133946;45248655;44781792,45103700;45101997;45060998;43411750;45263812;44900702;42666931;45125918;44826933;45217453
rs_300155,usr_1061,"căn hộ Phường Bình Trưng dưới 5.7 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần metro",6,43652465;45217453;44424655;43411750;44317266;44843831,43652465;45217453;44199099;44424655;43411750;44317266;44843831;44133946;45248655;44781792,45103700;45217453;43652465;45101997;44424655;44317266;44843831;43411750;45263812;44466982
rs_300156,usr_1062,"cần thuê căn hộ Phường Chợ Lớn full nội thất, dưới 6.2 tỷ, 1 phòng ngủ, có sân thể thao",2,45229622;45209379,44708914;44016214;45229622;45014980;45222811;45007050;44398352;45209379;45207061;44617962,45229622;44713493;45057690;45209379;44843875;45017137;45162231;45162235;44107369;45210408
rs_300157,usr_1062,"thuê nhà đất Phường Long Trường 1 phòng ngủ dưới 6.2 tỷ, có sân thể thao",2,44810753;44107369,44810753;44107433;44107369;45254034;43247491;43238060;43866123;42218073;44700316;44150180,45088221;44477261;44810753;45038437;43720201;45265156;45066832;45066979;44107369;45090654
rs_300158,usr_1062,"nhà đất Phường Dĩ An dưới 6.2 tỷ cho thuê gần metro, 1 phòng ngủ, có sân thể thao",5,44628735;44870124;44437333;44693153;45196467,45053231;44628735;44870124;44437333;44570461;44693153;45196467;41003332;45244830;43839734,44487580;44437333;45137809;44628735;44870124;44077990;45196467;45217235;45236333;44693153
rs_300159,usr_1063,"nhà ở Phường Đức Nhuận thoáng mát 2pn, dưới 6.2 tỷ, có thang máy",7,44723700;45032097;45224366;45192385;45207820;45200939;45024824,44723700;45032097;45224366;45192385;44867307;45207820;45202069;45198077;45200939;45024824,45032097;44723700;45024824;45224366;45192385;45075183;45200939;45255723;45207820;45175377
rs_300160,usr_1063,"cần mua căn hộ 2 phòng ngủ ở Phường Đức Nhuận để ở, dưới 6.2 tỷ, có thang máy",6,44723700;45032097;45224366;45192385;45207820;45200939,44723700;45032097;45224366;45192385;44867307;45207820;45202069;45198077;45200939;45024824,45032097;44723700;45192385;45224366;45075183;45200939;45255723;45175377;44905609;45207820
rs_300161,usr_1064,"thuê căn hộ Phường Chợ Lớn 1 phòng ngủ dưới 2.9 tỷ, gần metro",5,45229622;45222811;44398352;45209379;44617962,45229622;45222811;44398352;45209379;45207061;44617962;45060924;45061945;44016214;45007050,45229622;45209379;44398352;45222811;44617962;45244476;45233008;44432528;43927670;44482148
rs_300162,usr_1064,"cần thuê căn hộ Phường Chợ Lớn full nội thất, dưới 2.9 tỷ, 1 phòng ngủ, gần metro",4,45229622;44398352;45209379;44617962,45229622;45222811;44398352;45209379;45207061;44617962;45060924;45061945;44016214;45007050,45229622;45209379;44617962;44398352;45233008;45244476;44432528;44482148;43927670;45175567
rs_300163,usr_1065,"nhà ở Phường Thới An thoáng mát 2pn, dưới 6.7 tỷ, gần trường học",2,44837259;45091675,45202146;44837259;45149696;44781986;44855408;45091675;44816274;44364238;44962250;44790560,45040159;44837259;45040043;45265594;45091675;45236756;45170694;45209564;45153043;44570832
rs_300164,usr_1065,"nhà ở Phường Tân Sơn Hòa thoáng mát 2pn, dưới 6.7 tỷ, gần trường học",4,45160107;45210079;45183885;44926521,45160107;45224513;45210079;45183885;45116083;45000212;44542346;44886746;43609282;44926521,45260350;42045091;44793585;45210079;45183885;45160107;45173915;45207213;44926521;45019799
rs_300165,usr_1065,"cần mua nhà đất 2 phòng ngủ ở Phường Tân Sơn Hòa để ở, dưới 6.7 tỷ, gần trường học",4,45224513;45210079;45183885;44926521,45160107;45224513;45210079;45183885;45116083;45000212;44542346;44886746;43609282;44926521,45260350;42045091;44793585;45210079;45183885;45224513;45173915;45207213;44926521;45019799
rs_300166,usr_1066,"nhà ở Phường Bến Thành thoáng mát 1pn, dưới 2.1 tỷ, gần metro",6,45256332;44868190;44041038;43698090;44825135;44823131,45256332;44112412;45250288;44868190;44416135;44041038;44838130;43698090;44825135;44823131,44868190;45014857;45256332;44823393;44825135;43698090;43959995;44041038;44823131;43940956
rs_300167,usr_1066,"nhà đất Phường Bến Thành dưới 2.1 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, gần metro",7,45256332;45250288;44868190;44041038;43698090;44825135;44823131,45256332;44112412;45250288;44868190;44416135;44041038;44838130;43698090;44825135;44823131,44868190;44823393;45256332;45014857;44825135;44823131;43698090;44041038;44807125;45250288
rs_300168,usr_1067,"nhà đất Xã Nhà Bè dưới 2.1 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",1,44949894,45200975;44949894;44963713;45143889;39465019;44829409;45268965;45054263;45256036;44877579,44572247;44385645;44261451;44378630;45140583;45253417;44949894;44089093;45213093;44885592
rs_300169,usr_1067,"nhà đất Xã Nhà Bè dưới 2.1 tỷ cho gia đình, 2 phòng ngủ, gần trường học",3,45143889;45054263;44877579,45200975;44949894;44963713;45143889;39465019;44829409;45268965;45054263;45256036;44877579,44635628;44885592;45054263;45213093;44877579;44995869;44940395;45143889;44593189;44385645
