interaction_id,result_set_id,user_id,session_id,listing_id,rank_position,action_type,timestamp,dwell_time_seconds,source,implicit_score,is_bounce
evt_200125,rs_300062,usr_1024,sess_1024_0,45257289,1,view,2026-01-29T20:20:32Z,37,homepage,0.7,False
evt_200915,rs_300457,usr_1187,sess_1187_0,44052208,1,view,2026-01-30T00:25:28Z,48,ai_recommendation,0.749,False
evt_200721,rs_300365,usr_1149,sess_1149_0,44860127,0,contact,2026-01-30T00:28:24Z,57,ai_recommendation,3.905,False
evt_200723,rs_300365,usr_1149,sess_1149_0,45186062,2,contact,2026-01-30T00:28:26Z,108,ai_recommendation,4.512,False
evt_200914,rs_300457,usr_1187,sess_1187_0,44954267,0,share,2026-01-30T00:29:37Z,51,search_bar,3.04,False
evt_200722,rs_300365,usr_1149,sess_1149_0,45244194,1,contact,2026-01-30T00:33:12Z,35,search_bar,3.447,False
evt_200154,rs_300078,usr_1030,sess_1030_0,45211123,0,view,2026-01-30T02:57:01Z,24,ai_recommendation,0.619,False
evt_200156,rs_300078,usr_1030,sess_1030_0,44984592,2,share,2026-01-30T03:02:09Z,15,search_bar,2.133,False
evt_200155,rs_300078,usr_1030,sess_1030_0,44985017,1,view,2026-01-30T03:02:14Z,19,related_items,0.576,False
evt_200306,rs_300157,usr_1062,sess_1062_0,45090654,1,view,2026-01-30T10:43:53Z,49,search_bar,0.753,False
evt_200307,rs_300157,usr_1062,sess_1062_0,44477261,2,save,2026-01-30T10:44:17Z,20,ai_recommendation,1.757,False
evt_200305,rs_300157,usr_1062,sess_1062_0,44810753,0,contact,2026-01-30T10:49:58Z,34,ai_recommendation,3.42,False
evt_200980,rs_300487,usr_1199,sess_1199_0,44837259,0,contact,2026-01-30T14:52:24Z,52,ai_recommendation,3.819,False
evt_200981,rs_300487,usr_1199,sess_1199_0,44855408,1,view,2026-01-30T14:53:26Z,113,search_bar,0.911,False
evt_200851,rs_300424,usr_1172,sess_1172_1,45190193,1,contact,2026-01-30T22:32:44Z,53,ai_recommendation,3.837,False
evt_200036,rs_300017,usr_1007,sess_1007_1,45202954,1,save,2026-01-31T05:39:11Z,44,homepage,2.197,False
evt_200035,rs_300017,usr_1007,sess_1007_1,45227501,0,save,2026-01-31T05:43:22Z,16,search_bar,1.635,False
evt_200894,rs_300447,usr_1183,sess_1183_0,44707165,0,save,2026-01-31T16:21:09Z,28,ai_recommendation,1.943,False
evt_200211,rs_300107,usr_1041,sess_1041_0,45239181,1,view,2026-02-01T05:37:01Z,36,ai_recommendation,0.695,False
evt_200210,rs_300107,usr_1041,sess_1041_0,45184555,0,view,2026-02-01T05:40:11Z,75,homepage,0.833,False
evt_200212,rs_300107,usr_1041,sess_1041_0,45027406,2,view,2026-02-01T05:40:47Z,17,ai_recommendation,0.556,False
evt_200827,rs_300412,usr_1167,sess_1167_0,44393683,1,view,2026-02-01T06:01:03Z,10,homepage,0.461,False
evt_200826,rs_300412,usr_1167,sess_1167_0,45203396,0,save,2026-02-01T06:10:12Z,85,related_items,2.571,False
evt_200426,rs_300214,usr_1086,sess_1086_0,44837259,2,view,2026-02-01T12:15:58Z,114,ai_recommendation,0.913,False
evt_200425,rs_300214,usr_1086,sess_1086_0,45149696,0,view,2026-02-01T12:16:11Z,54,search_bar,0.771,False
evt_200381,rs_300193,usr_1077,sess_1077_1,45004927,1,view,2026-02-01T12:45:58Z,153,ai_recommendation,0.969,False
evt_200380,rs_300193,usr_1077,sess_1077_1,44670333,0,view,2026-02-01T12:51:31Z,59,ai_recommendation,0.788,False
evt_200382,rs_300193,usr_1077,sess_1077_1,44390382,2,view,2026-02-01T12:52:55Z,62,homepage,0.797,False
evt_200893,rs_300446,usr_1183,sess_1183_0,45085955,2,view,2026-02-01T16:44:18Z,29,ai_recommendation,0.654,False
evt_200892,rs_300446,usr_1183,sess_1183_0,44707165,0,save,2026-02-01T16:47:44Z,90,search_bar,2.603,False
evt_200392,rs_300198,usr_1079,sess_1079_0,45218235,1,view,2026-02-02T07:33:25Z,45,ai_recommendation,0.736,False
evt_200699,rs_300356,usr_1145,sess_1145_0,45236404,0,view,2026-02-02T15:42:09Z,20,ai_recommendation,0.586,False
evt_200701,rs_300356,usr_1145,sess_1145_0,44102172,2,view,2026-02-02T15:44:50Z,22,search_bar,0.603,False
evt_200700,rs_300356,usr_1145,sess_1145_0,43499957,1,contact,2026-02-02T15:49:43Z,96,homepage,4.4,False
evt_200158,rs_300079,usr_1030,sess_1030_1,44984592,2,view,2026-02-02T18:04:00Z,31,homepage,0.667,False
evt_200157,rs_300079,usr_1030,sess_1030_1,45211123,0,contact,2026-02-02T18:04:56Z,152,search_bar,4.838,False
evt_200673,rs_300343,usr_1140,sess_1140_0,45235201,0,view,2026-02-02T22:34:28Z,375,search_bar,1.0,False
evt_200675,rs_300343,usr_1140,sess_1140_0,45266104,2,view,2026-02-02T22:36:47Z,12,ai_recommendation,0.493,False
evt_200674,rs_300343,usr_1140,sess_1140_0,44988313,1,view,2026-02-02T22:41:14Z,71,search_bar,0.823,False
evt_200506,rs_300256,usr_1102,sess_1102_0,43113947,0,save,2026-02-03T21:28:52Z,31,search_bar,2.0,False
evt_200508,rs_300256,usr_1102,sess_1102_0,45197239,2,view,2026-02-03T21:30:05Z,217,ai_recommendation,1.0,False
evt_200507,rs_300256,usr_1102,sess_1102_0,45271919,1,view,2026-02-03T21:34:21Z,26,ai_recommendation,0.634,False
evt_200131,rs_300065,usr_1025,sess_1025_0,44790683,1,view,2026-02-04T15:51:55Z,446,ai_recommendation,1.0,False
evt_200132,rs_300065,usr_1025,sess_1025_0,45088684,2,view,2026-02-04T15:52:27Z,18,homepage,0.566,False
evt_200130,rs_300065,usr_1025,sess_1025_0,44506594,0,view,2026-02-04T15:52:36Z,54,search_bar,0.771,False
evt_200599,rs_300304,usr_1123,sess_1123_0,44992114,2,contact,2026-02-04T16:55:38Z,32,ai_recommendation,3.363,False
evt_200743,rs_300375,usr_1153,sess_1153_1,45005416,0,share,2026-02-04T20:12:34Z,48,search_bar,2.995,False
evt_200744,rs_300375,usr_1153,sess_1153_1,45091488,1,view,2026-02-04T20:17:51Z,31,homepage,0.667,False
evt_200745,rs_300375,usr_1153,sess_1153_1,44854900,2,save,2026-02-04T20:19:23Z,76,search_bar,2.507,False
evt_200377,rs_300191,usr_1076,sess_1076_0,45053777,1,share,2026-02-04T21:02:01Z,205,homepage,4.0,False
evt_200378,rs_300191,usr_1076,sess_1076_0,45220203,2,share,2026-02-04T21:07:21Z,44,ai_recommendation,2.929,False
evt_200376,rs_300191,usr_1076,sess_1076_0,45100513,0,view,2026-02-04T21:09:16Z,31,homepage,0.667,False
evt_200103,rs_300051,usr_1020,sess_1020_1,44707165,0,save,2026-02-04T23:59:49Z,245,ai_recommendation,3.0,False
evt_200964,rs_300481,usr_1197,sess_1197_0,45265897,2,view,2026-02-05T02:23:06Z,11,homepage,0.478,False
evt_200962,rs_300481,usr_1197,sess_1197_0,45184555,0,view,2026-02-05T02:25:55Z,36,search_bar,0.695,False
evt_200963,rs_300481,usr_1197,sess_1197_0,45027406,1,view,2026-02-05T02:31:20Z,9,ai_recommendation,0.443,True
evt_200548,rs_300275,usr_1111,sess_1111_0,44874356,1,view,2026-02-05T11:53:25Z,55,related_items,0.774,False
evt_200549,rs_300275,usr_1111,sess_1111_0,44900702,2,save,2026-02-05T11:54:32Z,55,ai_recommendation,2.323,False
evt_200547,rs_300275,usr_1111,sess_1111_0,45103700,0,view,2026-02-05T12:00:32Z,50,ai_recommendation,0.756,False
evt_200815,rs_300406,usr_1165,sess_1165_1,44807125,0,share,2026-02-06T00:52:35Z,22,search_bar,2.413,False
evt_200796,rs_300398,usr_1162,sess_1162_0,44807125,2,view,2026-02-06T09:23:11Z,107,homepage,0.901,False
evt_200795,rs_300398,usr_1162,sess_1162_0,44886937,1,view,2026-02-06T09:27:50Z,377,ai_recommendation,1.0,False
evt_200852,rs_300425,usr_1173,sess_1173_1,45203517,1,view,2026-02-06T10:29:52Z,46,search_bar,0.741,False
evt_200853,rs_300426,usr_1173,sess_1173_0,45203517,1,view,2026-02-06T12:45:50Z,87,search_bar,0.861,False
evt_200872,rs_300435,usr_1178,sess_1178_1,44653498,2,view,2026-02-06T21:20:38Z,20,related_items,0.586,False
evt_200119,rs_300059,usr_1023,sess_1023_0,45229038,1,view,2026-02-06T22:52:20Z,18,search_bar,0.566,False
evt_200120,rs_300059,usr_1023,sess_1023_0,45143537,2,view,2026-02-06T22:54:28Z,66,related_items,0.809,False
evt_200118,rs_300059,usr_1023,sess_1023_0,45110126,0,view,2026-02-06T22:54:48Z,24,search_bar,0.619,False
evt_200820,rs_300408,usr_1166,sess_1166_0,44345057,2,view,2026-02-07T03:34:21Z,25,search_bar,0.627,False
evt_200819,rs_300408,usr_1166,sess_1166_0,44807125,1,save,2026-02-07T03:35:40Z,86,ai_recommendation,2.577,False
evt_200818,rs_300408,usr_1166,sess_1166_0,44464695,0,save,2026-02-07T03:36:29Z,147,ai_recommendation,2.884,False
evt_200672,rs_300342,usr_1139,sess_1139_0,44416443,2,contact,2026-02-07T06:55:56Z,140,search_bar,4.76,False
evt_200395,rs_300200,usr_1080,sess_1080_0,44456195,1,share,2026-02-07T14:00:43Z,53,search_bar,3.069,False
evt_200394,rs_300200,usr_1080,sess_1080_0,45186281,0,share,2026-02-07T14:04:44Z,36,ai_recommendation,2.778,False
evt_200569,rs_300288,usr_1117,sess_1117_0,45040121,0,save,2026-02-07T15:37:38Z,42,search_bar,2.171,False
evt_200021,rs_300011,usr_1005,sess_1005_0,43589492,2,view,2026-02-08T05:39:18Z,40,related_items,0.714,False
evt_200711,rs_300361,usr_1147,sess_1147_0,44807468,1,view,2026-02-08T10:39:35Z,125,related_items,0.93,False
evt_200630,rs_300318,usr_1130,sess_1130_0,44961717,1,view,2026-02-08T13:49:19Z,107,ai_recommendation,0.901,False
evt_200727,rs_300367,usr_1150,sess_1150_0,39387596,0,save,2026-02-08T23:18:51Z,41,search_bar,2.157,False
evt_200476,rs_300243,usr_1097,sess_1097_0,40489660,0,view,2026-02-09T19:48:38Z,78,ai_recommendation,0.841,False
evt_200477,rs_300243,usr_1097,sess_1097_0,44869986,1,contact,2026-02-09T19:50:19Z,40,related_items,3.572,False
evt_200817,rs_300407,usr_1165,sess_1165_1,44825135,2,save,2026-02-09T20:25:21Z,26,search_bar,1.902,False
evt_200816,rs_300407,usr_1165,sess_1165_1,44807125,0,view,2026-02-09T20:27:48Z,44,ai_recommendation,0.732,False
evt_200598,rs_300303,usr_1123,sess_1123_0,44877318,2,save,2026-02-09T22:49:42Z,61,ai_recommendation,2.382,False
evt_200597,rs_300303,usr_1123,sess_1123_0,44910889,0,view,2026-02-09T22:52:03Z,105,search_bar,0.897,False
evt_200529,rs_300265,usr_1106,sess_1106_1,45092572,0,view,2026-02-10T05:54:53Z,139,ai_recommendation,0.951,False
evt_200841,rs_300420,usr_1171,sess_1171_2,45017137,1,view,2026-02-10T08:55:55Z,34,homepage,0.684,False
evt_200842,rs_300420,usr_1171,sess_1171_2,45162235,2,share,2026-02-10T09:00:01Z,258,ai_recommendation,4.0,False
evt_200097,rs_300047,usr_1018,sess_1018_1,45192150,0,view,2026-02-10T10:55:06Z,224,search_bar,1.0,False
evt_200379,rs_300192,usr_1076,sess_1076_0,44202944,1,save,2026-02-10T12:02:07Z,64,related_items,2.409,False
evt_200951,rs_300475,usr_1194,sess_1194_0,44052208,0,save,2026-02-10T17:35:14Z,30,ai_recommendation,1.982,False
evt_200129,rs_300064,usr_1025,sess_1025_0,44506594,0,view,2026-02-11T11:20:32Z,59,search_bar,0.788,False
evt_200366,rs_300186,usr_1074,sess_1074_2,45205900,1,save,2026-02-11T11:22:16Z,29,ai_recommendation,1.963,False
evt_200365,rs_300186,usr_1074,sess_1074_2,45224328,0,contact,2026-02-11T11:29:57Z,120,ai_recommendation,4.613,False
evt_200195,rs_300100,usr_1039,sess_1039_0,44997886,0,save,2026-02-11T12:06:38Z,23,ai_recommendation,1.834,False
evt_200197,rs_300100,usr_1039,sess_1039_0,44949894,2,view,2026-02-11T12:06:55Z,11,search_bar,0.478,False
evt_200196,rs_300100,usr_1039,sess_1039_0,44775602,1,view,2026-02-11T12:10:11Z,51,ai_recommendation,0.76,False
evt_200834,rs_300416,usr_1169,sess_1169_0,44880200,0,contact,2026-02-11T21:00:40Z,227,ai_recommendation,5.0,False
evt_200243,rs_300124,usr_1048,sess_1048_0,45066544,1,view,2026-02-12T01:01:26Z,9,ai_recommendation,0.443,True
evt_200244,rs_300124,usr_1048,sess_1048_0,44928768,2,share,2026-02-12T01:03:59Z,98,ai_recommendation,3.536,False
evt_200242,rs_300124,usr_1048,sess_1048_0,45074990,0,save,2026-02-12T01:05:03Z,52,ai_recommendation,2.291,False
evt_200184,rs_300094,usr_1036,sess_1036_0,44102172,0,contact,2026-02-12T08:31:38Z,20,related_items,2.928,False
evt_200185,rs_300094,usr_1036,sess_1036_0,45128479,2,save,2026-02-12T08:36:40Z,12,ai_recommendation,1.48,False
evt_200831,rs_300415,usr_1168,sess_1168_0,45227501,0,contact,2026-02-12T21:21:08Z,197,related_items,5.0,False
evt_200833,rs_300415,usr_1168,sess_1168_0,45055545,2,view,2026-02-12T21:21:37Z,23,homepage,0.611,False
evt_200832,rs_300415,usr_1168,sess_1168_0,45202954,1,save,2026-02-12T21:26:29Z,34,homepage,2.052,False
evt_200408,rs_300207,usr_1083,sess_1083_2,44900702,0,save,2026-02-12T21:43:24Z,61,related_items,2.382,False
evt_200754,rs_300381,usr_1155,sess_1155_0,44604418,0,share,2026-02-13T01:49:56Z,33,ai_recommendation,2.713,False
evt_200755,rs_300381,usr_1155,sess_1155_0,43775873,1,view,2026-02-13T01:53:52Z,47,ai_recommendation,0.745,False
evt_200756,rs_300381,usr_1155,sess_1155_0,44346982,2,view,2026-02-13T01:54:50Z,73,ai_recommendation,0.828,False
evt_200051,rs_300026,usr_1010,sess_1010_0,45098440,2,contact,2026-02-13T08:37:27Z,110,search_bar,4.53,False
evt_200050,rs_300026,usr_1010,sess_1010_0,45019830,1,save,2026-02-13T08:37:47Z,12,ai_recommendation,1.48,False
evt_200610,rs_300309,usr_1126,sess_1126_0,45173212,1,view,2026-02-13T14:07:51Z,113,search_bar,0.911,False
evt_200611,rs_300309,usr_1126,sess_1126_0,44400867,2,view,2026-02-13T14:09:51Z,125,ai_recommendation,0.93,False
evt_200609,rs_300309,usr_1126,sess_1126_0,43849134,0,contact,2026-02-13T14:16:45Z,42,homepage,3.618,False
evt_200968,rs_300483,usr_1197,sess_1197_0,45184555,0,save,2026-02-13T15:28:15Z,30,search_bar,1.982,False
evt_200969,rs_300483,usr_1197,sess_1197_0,45027406,1,share,2026-02-13T15:29:01Z,128,ai_recommendation,3.739,False
evt_200970,rs_300483,usr_1197,sess_1197_0,45239181,2,view,2026-02-13T15:29:48Z,47,ai_recommendation,0.745,False
evt_200161,rs_300082,usr_1031,sess_1031_0,44390382,0,view,2026-02-13T19:56:18Z,109,ai_recommendation,0.904,False
evt_200162,rs_300082,usr_1031,sess_1031_0,45192019,1,contact,2026-02-13T19:57:40Z,57,ai_recommendation,3.905,False
evt_200590,rs_300298,usr_1121,sess_1121_0,44085270,2,save,2026-02-14T13:24:32Z,31,search_bar,2.0,False
evt_200588,rs_300298,usr_1121,sess_1121_0,45258521,0,view,2026-02-14T13:24:41Z,58,homepage,0.784,False
evt_200589,rs_300298,usr_1121,sess_1121_0,45170798,1,view,2026-02-14T13:32:52Z,119,homepage,0.921,False
evt_200474,rs_300241,usr_1097,sess_1097_0,40489660,0,view,2026-02-14T20:32:01Z,99,search_bar,0.886,False
evt_200480,rs_300245,usr_1098,sess_1098_0,43381561,0,save,2026-02-15T08:50:19Z,81,search_bar,2.543,False
evt_200482,rs_300245,usr_1098,sess_1098_0,43530901,2,view,2026-02-15T08:54:47Z,19,homepage,0.576,False
evt_200481,rs_300245,usr_1098,sess_1098_0,44620331,1,view,2026-02-15T08:57:50Z,80,ai_recommendation,0.845,False
evt_200200,rs_300102,usr_1039,sess_1039_0,44997886,0,share,2026-02-16T05:21:13Z,95,search_bar,3.512,False
evt_200201,rs_300102,usr_1039,sess_1039_0,44775602,1,view,2026-02-16T05:22:18Z,81,homepage,0.848,False
evt_200202,rs_300102,usr_1039,sess_1039_0,44949894,2,view,2026-02-16T05:23:43Z,26,search_bar,0.634,False
evt_200433,rs_300219,usr_1088,sess_1088_0,45235201,1,view,2026-02-16T06:23:21Z,38,homepage,0.705,False
evt_200563,rs_300284,usr_1115,sess_1115_1,45202954,0,contact,2026-02-16T08:34:30Z,38,search_bar,3.524,False
evt_200973,rs_300484,usr_1198,sess_1198_0,45181336,2,save,2026-02-16T10:29:37Z,50,search_bar,2.269,False
evt_200972,rs_300484,usr_1198,sess_1198_0,44585936,1,save,2026-02-16T10:30:27Z,43,homepage,2.184,False
evt_200971,rs_300484,usr_1198,sess_1198_0,45115150,0,view,2026-02-16T10:35:22Z,43,related_items,0.728,False
evt_200034,rs_300016,usr_1006,sess_1006_0,43941044,2,save,2026-02-16T13:13:56Z,22,ai_recommendation,1.809,False
evt_200032,rs_300016,usr_1006,sess_1006_0,44855737,0,contact,2026-02-16T13:18:00Z,19,homepage,2.881,False
evt_200033,rs_300016,usr_1006,sess_1006_0,44991650,1,view,2026-02-16T13:21:38Z,28,ai_recommendation,0.648,False
evt_200552,rs_300276,usr_1111,sess_1111_0,45125918,2,view,2026-02-16T23:52:48Z,144,search_bar,0.957,False
evt_200550,rs_300276,usr_1111,sess_1111_0,45103700,0,view,2026-02-16T23:53:59Z,87,related_items,0.861,False
evt_200551,rs_300276,usr_1111,sess_1111_0,44874356,1,view,2026-02-16T23:57:32Z,64,ai_recommendation,0.803,False
evt_200106,rs_300053,usr_1021,sess_1021_0,43499957,2,view,2026-02-17T00:19:45Z,25,homepage,0.627,False
evt_200105,rs_300053,usr_1021,sess_1021_0,45211053,1,view,2026-02-17T00:20:57Z,299,related_items,1.0,False
evt_200621,rs_300314,usr_1128,sess_1128_1,45206999,0,save,2026-02-17T15:02:12Z,40,ai_recommendation,2.143,False
evt_200622,rs_300314,usr_1128,sess_1128_1,45201332,1,view,2026-02-17T15:04:58Z,96,search_bar,0.88,False
evt_200623,rs_300314,usr_1128,sess_1128_1,44732236,2,view,2026-02-17T15:06:20Z,62,ai_recommendation,0.797,False
evt_200204,rs_300104,usr_1040,sess_1040_0,44779145,0,view,2026-02-17T23:57:43Z,80,homepage,0.845,False
evt_200540,rs_300271,usr_1109,sess_1109_1,44740495,0,view,2026-02-18T10:32:55Z,17,homepage,0.556,False
evt_200541,rs_300271,usr_1109,sess_1109_1,44927823,1,view,2026-02-18T10:33:00Z,137,ai_recommendation,0.948,False
evt_200542,rs_300271,usr_1109,sess_1109_1,45263425,2,view,2026-02-18T10:36:53Z,41,search_bar,0.719,False
evt_200553,rs_300277,usr_1112,sess_1112_0,44988313,0,save,2026-02-19T01:29:37Z,33,ai_recommendation,2.035,False
evt_200554,rs_300277,usr_1112,sess_1112_0,45235201,1,save,2026-02-19T01:30:47Z,34,ai_recommendation,2.052,False
evt_200150,rs_300076,usr_1029,sess_1029_0,44639724,0,save,2026-02-19T02:45:55Z,79,ai_recommendation,2.529,False
evt_200152,rs_300076,usr_1029,sess_1029_0,44390382,2,view,2026-02-19T02:49:31Z,177,ai_recommendation,0.997,False
evt_200151,rs_300076,usr_1029,sess_1029_0,45192019,1,contact,2026-02-19T02:53:31Z,49,ai_recommendation,3.763,False
evt_200404,rs_300204,usr_1082,sess_1082_2,44995869,1,view,2026-02-19T14:06:05Z,42,ai_recommendation,0.724,False
evt_200403,rs_300204,usr_1082,sess_1082_2,44949894,0,view,2026-02-19T14:08:51Z,14,homepage,0.521,False
evt_200664,rs_300337,usr_1137,sess_1137_0,44511198,0,view,2026-02-20T06:26:12Z,292,homepage,1.0,False
evt_200665,rs_300337,usr_1137,sess_1137_0,45173815,1,contact,2026-02-20T06:27:54Z,56,search_bar,3.889,False
evt_200860,rs_300429,usr_1175,sess_1175_0,44082194,1,save,2026-02-20T14:35:48Z,364,search_bar,3.0,False
evt_200746,rs_300376,usr_1154,sess_1154_0,45028627,0,view,2026-02-20T16:49:10Z,98,ai_recommendation,0.884,False
evt_200747,rs_300376,usr_1154,sess_1154_0,45088537,2,view,2026-02-20T16:50:03Z,156,homepage,0.973,False
evt_200076,rs_300038,usr_1014,sess_1014_0,44000659,0,save,2026-02-20T18:06:21Z,26,search_bar,1.902,False
evt_200077,rs_300038,usr_1014,sess_1014_0,39465019,2,contact,2026-02-20T18:08:10Z,76,ai_recommendation,4.178,False
evt_200770,rs_300387,usr_1158,sess_1158_0,43381561,0,contact,2026-02-21T07:20:40Z,65,homepage,4.03,False
evt_200140,rs_300070,usr_1027,sess_1027_1,44628735,0,view,2026-02-21T14:00:17Z,44,homepage,0.732,False
evt_200444,rs_300226,usr_1090,sess_1090_0,44506594,0,view,2026-02-21T16:55:52Z,80,ai_recommendation,0.845,False
evt_200446,rs_300226,usr_1090,sess_1090_0,44790683,2,view,2026-02-21T16:57:34Z,50,ai_recommendation,0.756,False
evt_200445,rs_300226,usr_1090,sess_1090_0,45088684,1,save,2026-02-21T17:00:30Z,64,ai_recommendation,2.409,False
evt_200501,rs_300254,usr_1102,sess_1102_0,44400338,0,view,2026-02-21T19:09:14Z,43,search_bar,0.728,False
evt_200502,rs_300254,usr_1102,sess_1102_0,45097549,1,view,2026-02-21T19:09:32Z,26,ai_recommendation,0.634,False
evt_200503,rs_300254,usr_1102,sess_1102_0,45157943,2,view,2026-02-21T19:14:08Z,12,ai_recommendation,0.493,False
evt_200080,rs_300040,usr_1015,sess_1015_0,44954267,0,save,2026-02-21T19:37:10Z,297,homepage,3.0,False
evt_200081,rs_300040,usr_1015,sess_1015_0,44945736,1,view,2026-02-21T19:40:03Z,34,homepage,0.684,False
evt_200082,rs_300040,usr_1015,sess_1015_0,44052208,2,view,2026-02-21T19:40:06Z,31,ai_recommendation,0.667,False
evt_200276,rs_300142,usr_1055,sess_1055_2,44587740,2,view,2026-02-22T03:10:28Z,194,ai_recommendation,1.0,False
evt_200275,rs_300142,usr_1055,sess_1055_2,44733999,0,contact,2026-02-22T03:14:55Z,104,ai_recommendation,4.476,False
evt_200336,rs_300171,usr_1068,sess_1068_0,45238149,2,view,2026-02-22T17:27:36Z,32,search_bar,0.673,False
evt_200335,rs_300171,usr_1068,sess_1068_0,45261487,0,view,2026-02-22T17:28:02Z,56,search_bar,0.778,False
evt_200897,rs_300450,usr_1184,sess_1184_0,45215996,0,view,2026-02-23T07:56:27Z,33,related_items,0.678,False
evt_200898,rs_300450,usr_1184,sess_1184_0,44456711,1,contact,2026-02-23T07:56:35Z,58,related_items,3.922,False
evt_200661,rs_300334,usr_1136,sess_1136_0,42182617,1,view,2026-02-23T14:22:02Z,115,search_bar,0.914,False
evt_200398,rs_300201,usr_1081,sess_1081_0,44819431,2,save,2026-02-23T17:04:51Z,29,search_bar,1.963,False
evt_200396,rs_300201,usr_1081,sess_1081_0,45225478,0,view,2026-02-23T17:07:42Z,58,search_bar,0.784,False
evt_200397,rs_300201,usr_1081,sess_1081_0,45128667,1,view,2026-02-23T17:09:41Z,47,search_bar,0.745,False
evt_200512,rs_300258,usr_1103,sess_1103_2,43697094,0,view,2026-02-23T21:19:01Z,84,search_bar,0.855,False
evt_200513,rs_300258,usr_1103,sess_1103_2,44893598,1,contact,2026-02-23T21:26:51Z,27,homepage,3.205,False
evt_200530,rs_300266,usr_1106,sess_1106_1,44511198,0,view,2026-02-24T14:23:43Z,144,ai_recommendation,0.957,False
evt_200180,rs_300092,usr_1035,sess_1035_0,45183579,1,save,2026-02-24T21:34:39Z,81,homepage,2.543,False
evt_200181,rs_300092,usr_1035,sess_1035_0,44870565,2,save,2026-02-24T21:36:21Z,138,ai_recommendation,2.848,False
evt_200587,rs_300297,usr_1120,sess_1120_0,45138363,2,view,2026-02-24T23:53:42Z,31,ai_recommendation,0.667,False
evt_200585,rs_300297,usr_1120,sess_1120_0,45110126,0,save,2026-02-24T23:54:51Z,14,related_items,1.563,False
evt_200586,rs_300297,usr_1120,sess_1120_0,45143537,1,view,2026-02-24T23:55:08Z,23,related_items,0.611,False
evt_200412,rs_300209,usr_1084,sess_1084_0,45224328,0,view,2026-02-25T01:18:16Z,103,ai_recommendation,0.893,False
evt_200413,rs_300209,usr_1084,sess_1084_0,45205900,1,view,2026-02-25T01:21:21Z,22,related_items,0.603,False
evt_200414,rs_300209,usr_1084,sess_1084_0,45000100,2,view,2026-02-25T01:22:36Z,23,homepage,0.611,False
evt_200763,rs_300384,usr_1156,sess_1156_0,45017137,2,contact,2026-02-25T06:31:13Z,11,related_items,2.39,False
evt_200761,rs_300384,usr_1156,sess_1156_0,44843875,0,contact,2026-02-25T06:32:24Z,105,search_bar,4.485,False
evt_200762,rs_300384,usr_1156,sess_1156_0,44841772,1,view,2026-02-25T06:32:27Z,31,ai_recommendation,0.667,False
evt_200955,rs_300478,usr_1196,sess_1196_1,45074990,0,view,2026-02-25T07:22:56Z,34,homepage,0.684,False
evt_200828,rs_300413,usr_1168,sess_1168_0,44466982,1,view,2026-02-25T15:13:16Z,139,search_bar,0.951,False
evt_200655,rs_300330,usr_1135,sess_1135_0,45200975,0,share,2026-02-26T00:01:05Z,45,ai_recommendation,2.946,False
evt_200241,rs_300123,usr_1048,sess_1048_1,45081807,1,view,2026-02-26T06:46:16Z,101,ai_recommendation,0.89,False
evt_200686,rs_300350,usr_1142,sess_1142_0,45186265,0,share,2026-02-26T08:13:46Z,248,ai_recommendation,4.0,False
evt_200288,rs_300147,usr_1057,sess_1057_0,42091112,2,view,2026-02-26T11:34:26Z,28,homepage,0.648,False
evt_200287,rs_300147,usr_1057,sess_1057_0,45040043,1,view,2026-02-26T11:36:54Z,43,ai_recommendation,0.728,False
evt_200286,rs_300147,usr_1057,sess_1057_0,45040159,0,view,2026-02-26T11:40:02Z,148,search_bar,0.963,False
evt_200469,rs_300238,usr_1096,sess_1096_0,44995325,1,share,2026-02-26T14:36:27Z,80,ai_recommendation,3.381,False
evt_200703,rs_300358,usr_1146,sess_1146_1,45088537,0,view,2026-02-26T14:45:19Z,128,related_items,0.935,False
evt_200704,rs_300358,usr_1146,sess_1146_1,45075295,1,view,2026-02-26T14:47:41Z,128,ai_recommendation,0.935,False
evt_200705,rs_300358,usr_1146,sess_1146_1,45028627,2,contact,2026-02-26T14:50:23Z,61,search_bar,3.97,False
evt_200840,rs_300419,usr_1170,sess_1170_1,43821501,1,save,2026-02-27T01:48:35Z,82,homepage,2.55,False
evt_200839,rs_300419,usr_1170,sess_1170_1,44945779,0,view,2026-02-27T01:53:44Z,59,ai_recommendation,0.788,False
evt_200525,rs_300263,usr_1105,sess_1105_0,44574182,1,save,2026-02-27T05:54:14Z,30,ai_recommendation,1.982,False
evt_200526,rs_300263,usr_1105,sess_1105_0,44281973,2,contact,2026-02-27T05:55:01Z,99,ai_recommendation,4.429,False
evt_200524,rs_300263,usr_1105,sess_1105_0,44643381,0,view,2026-02-27T05:59:47Z,4,ai_recommendation,0.31,True
evt_200896,rs_300449,usr_1184,sess_1184_0,44456711,0,save,2026-02-27T08:19:25Z,10,homepage,1.384,False
evt_200260,rs_300135,usr_1053,sess_1053_0,45232601,0,view,2026-02-27T09:55:57Z,47,homepage,0.745,False
evt_200261,rs_300135,usr_1053,sess_1053_0,44979444,2,view,2026-02-27T10:03:21Z,41,ai_recommendation,0.719,False
evt_200903,rs_300452,usr_1185,sess_1185_2,44508062,1,save,2026-02-27T11:33:39Z,86,search_bar,2.577,False
