result_set_id,user_id,session_id,timestamp,algorithm_version,raw_query,inferred_intent,budget_group,filter_district,filter_price_max,filter_bedrooms,listing_id,retrieval_rank,score,matched_features,partial_match_features,llm_chosen,llm_rank,explanation,comparison,model_name
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45132591,1,0.695,near_school|park,kids_playground~park,1,1.0,"Nhà đất tại Phường Thông Tây Hội giá 6.94 tỷ, 4 phòng ngủ, diện tích 42.9m2, có gần trường học, công viên, gần công viên, phù hợp nhu cầu mua để ở.","Ưu thế: cân đối giữa giá 6.94 tỷ, 4 phòng ngủ và 6 tiện ích so với các căn còn lại so với các căn còn lại.",claude-agent-rerank
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,44979444,2,0.672,near_school|park,kids_playground~park,1,2.0,"Nhà đất tại Phường Thông Tây Hội giá 5.38 tỷ, 3 phòng ngủ, diện tích 29.6m2, có gần trường học, công viên, gần công viên, phù hợp nhu cầu mua để ở.",Ưu thế: giá 5.38 tỷ mềm hơn mặt bằng chung của các căn còn lại so với các căn còn lại.,claude-agent-rerank
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45136621,3,0.673,near_school|park,kids_playground~park,0,,,,
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45193895,4,0.679,near_school|park,kids_playground~park,0,,,,
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,44790683,5,0.68,near_school|near_hospital,,0,,,,
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45125602,6,0.639,near_school|park,kids_playground~park,0,,,,
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45117695,7,0.644,near_school|park,kids_playground~park,0,,,,
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,44809525,8,0.647,near_school|park|near_hospital,kids_playground~park,0,,,,
rs_300135,usr_1053,sess_1053_0,2026-01-26T19:12:35Z,claude_rerank_v3,"nhà ở Phường Thông Tây Hội thoáng mát 4pn, bình dân",buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45011234,9,0.621,near_school,,0,,,,
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45232601,0,0.744,near_school|park|near_hospital,kids_playground~park,1,0.0,"Nhà đất tại Phường Thông Tây Hội giá 5.9 tỷ, 4 phòng ngủ, diện tích 54.8m2, có gần trường học, công viên, gần bệnh viện, phù hợp nhu cầu mua để ở.",Ưu thế: giá 5.9 tỷ mềm hơn mặt bằng chung của các căn còn lại so với các căn còn lại.,claude-agent-rerank
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45132591,1,0.686,near_school|park,kids_playground~park,1,1.0,"Nhà đất tại Phường Thông Tây Hội giá 6.94 tỷ, 4 phòng ngủ, diện tích 42.9m2, có gần trường học, công viên, gần công viên, phù hợp nhu cầu mua để ở.","Ưu thế: cân đối giữa giá 6.94 tỷ, 4 phòng ngủ và 6 tiện ích so với các căn còn lại so với các căn còn lại.",claude-agent-rerank
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,44979444,2,0.67,near_school|park,kids_playground~park,1,2.0,"Nhà đất tại Phường Thông Tây Hội giá 5.38 tỷ, 3 phòng ngủ, diện tích 29.6m2, có gần trường học, công viên, gần công viên, phù hợp nhu cầu mua để ở.",Ưu thế: giá 5.38 tỷ mềm hơn mặt bằng chung của các căn còn lại so với các căn còn lại.,claude-agent-rerank
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45136621,3,0.673,near_school|park,kids_playground~park,0,,,,
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45193895,4,0.671,near_school|park,kids_playground~park,0,,,,
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,44790683,5,0.671,near_school|near_hospital,,0,,,,
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45125602,6,0.648,near_school|park,kids_playground~park,0,,,,
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45117695,7,0.652,near_school|park,kids_playground~park,0,,,,
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,44809525,8,0.641,near_school|park|near_hospital,kids_playground~park,0,,,,
rs_300136,usr_1053,sess_1053_0,2026-04-22T02:03:22Z,claude_rerank_v3,nhà đất Phường Thông Tây Hội rẻ một chút cho gia đình,buy_for_living,mid_range,Phường Thông Tây Hội,7.9,2,45011234,9,0.618,near_school,,0,,,,
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,44893598,0,0.917,near_metro,,1,0.0,"Nhà đất tại Xã Nhà Bè giá 5.75 tỷ, 5 phòng ngủ, diện tích 85.0m2, có gần metro, gần trường học, phù hợp nhu cầu mua để ở.",Ưu thế: nhiều phòng ngủ nhất (5) so với các căn còn lại.,claude-agent-rerank
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,44315816,1,0.669,,,0,,,,
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,44949894,2,0.684,,,0,,,,
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,45069226,3,0.697,,,0,,,,
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,45271541,4,0.697,,,0,,,,
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,45268965,5,0.689,,,1,1.0,"Nhà đất tại Xã Nhà Bè giá 6.2 tỷ, 4 phòng ngủ, diện tích 120.0m2, có gần trường học, phù hợp nhu cầu mua để ở.",Ưu thế: diện tích 120.0m2 lớn nhất so với các căn còn lại.,claude-agent-rerank
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,45054263,6,0.69,,,1,2.0,"Nhà đất tại Xã Nhà Bè giá 6.28 tỷ, 4 phòng ngủ, diện tích 65.8m2, có gần trường học, phù hợp nhu cầu mua để ở.","Ưu thế: cân đối giữa giá 6.28 tỷ, 4 phòng ngủ và 4 tiện ích so với các căn còn lại so với các căn còn lại.",claude-agent-rerank
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,45201015,7,0.692,,,0,,,,
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,45125514,8,0.679,,,0,,,,
rs_300137,usr_1054,sess_1054_0,2026-02-22T07:35:08Z,claude_rerank_v3,tìm nhà đất Xã Nhà Bè giá tốt gần trường học,buy_for_living,mid_range,Xã Nhà Bè,6.5,1,45256662,9,0.686,,,0,,,,
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45110126,0,0.759,gym,,1,0.0,"Nhà đất tại Phường Tân Sơn giá 5.7 tỷ, 4 phòng ngủ, diện tích 31.0m2, có phòng gym, gần trường học, gần bệnh viện, phù hợp nhu cầu mua để ở.",Ưu thế: nhiều tiện ích nhất (7) so với các căn còn lại.,claude-agent-rerank
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45249096,1,0.693,,,0,,,,
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45097499,2,0.677,,,0,,,,
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45234974,3,0.692,,,1,1.0,"Nhà đất tại Phường Tân Sơn giá 5.8 tỷ, 5 phòng ngủ, diện tích 36.0m2, phù hợp nhu cầu mua để ở.",Ưu thế: nhiều phòng ngủ nhất (5) so với các căn còn lại.,claude-agent-rerank
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45183074,4,0.67,,,1,2.0,"Nhà đất tại Phường Tân Sơn giá 5.2 tỷ, 2 phòng ngủ, diện tích 55.0m2, có gần trường học, phù hợp nhu cầu mua để ở.",Ưu thế: diện tích 55.0m2 lớn nhất so với các căn còn lại.,claude-agent-rerank
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45177340,5,0.684,,,0,,,,
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45065182,6,0.706,,,0,,,,
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,44573847,7,0.687,,,0,,,,
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45178962,8,0.703,,,0,,,,
rs_300138,usr_1054,sess_1054_0,2026-04-02T13:41:24Z,claude_rerank_v3,nhà đất Phường Tân Sơn tầm trung cho vợ chồng mới cưới,buy_for_living,mid_range,Phường Tân Sơn,6.5,1,45203396,9,0.7,,,0,,,,
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,44971824,0,0.69,,,0,,,,
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,45029262,1,0.669,,,0,,,,
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,45152244,2,0.6,,,0,,,,
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,45081886,3,0.556,,,0,,,,
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,44620727,4,0.476,,,0,,,,
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,45154419,5,0.315,,,0,,,,
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,45032480,6,1.005,near_metro|gym,,1,2.0,"Căn hộ tại Phường An Khánh giá 5.86 tỷ, 2 phòng ngủ, diện tích 66.8m2, có gần metro, phòng gym, phù hợp nhu cầu mua để ở.",Ưu thế: giá 5.86 tỷ mềm hơn mặt bằng chung của các căn còn lại so với các căn còn lại.,claude-agent-rerank
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,45209742,7,0.996,near_metro|gym,,0,,,,
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,44077565,8,0.983,near_metro|gym,,1,0.0,"Căn hộ tại Phường Long Bình giá 6.45 tỷ, 3 phòng ngủ, diện tích 97.8m2, có gần metro, phòng gym, công viên, sân chơi trẻ em, phù hợp nhu cầu mua để ở.",Ưu thế: nhiều tiện ích nhất (15) so với các căn còn lại.,claude-agent-rerank
rs_300139,usr_1054,sess_1054_1,2026-01-16T09:43:27Z,claude_rerank_v3,"nhà ở Xã Bình Lợi thoáng mát 14pn, ổn định",buy_for_living,mid_range,Xã Bình Lợi,6.5,1,44073845,9,0.99,near_metro|gym,,1,1.0,"Căn hộ tại Phường Long Bình giá 5.8 tỷ, 2 phòng ngủ, diện tích 77.0m2, có gần metro, phòng gym, công viên, sân chơi trẻ em, phù hợp nhu cầu mua để ở.",Ưu thế: nhiều tiện ích nhất (15) so với các căn còn lại.,claude-agent-rerank
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,45157309,0,0.905,near_school,,0,,,,
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,44979444,1,0.916,near_school,kids_playground~park,1,0.0,"Nhà đất tại Phường Thông Tây Hội giá 5.38 tỷ, 3 phòng ngủ, diện tích 29.6m2, có gần trường học, công viên, gần công viên, phù hợp nhu cầu đầu tư.",Ưu thế: giá 5.38 tỷ mềm hơn mặt bằng chung của các căn còn lại so với các căn còn lại.,claude-agent-rerank
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,44790683,2,0.869,near_school,,1,2.0,"Nhà đất tại Phường Thông Tây Hội giá 4.3 tỷ, 2 phòng ngủ, diện tích 37.6m2, có gần trường học, gần bệnh viện, phù hợp nhu cầu đầu tư.",Ưu thế: giá 4.3 tỷ mềm hơn mặt bằng chung của các căn còn lại so với các căn còn lại.,claude-agent-rerank
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,45232601,3,0.87,near_school,kids_playground~park,1,1.0,"Nhà đất tại Phường Thông Tây Hội giá 5.9 tỷ, 4 phòng ngủ, diện tích 54.8m2, có gần trường học, công viên, gần bệnh viện, phù hợp nhu cầu đầu tư.",Ưu thế: diện tích 54.8m2 lớn nhất; nhiều phòng ngủ nhất (4) so với các căn còn lại.,claude-agent-rerank
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,45088684,4,0.888,near_school,,0,,,,
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,45011234,5,0.87,near_school,,0,,,,
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,44506594,6,0.857,near_school,,0,,,,
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,45012028,7,0.831,near_school,,0,,,,
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,45193895,8,0.81,near_school,kids_playground~park,0,,,,
rs_300140,usr_1055,sess_1055_1,2026-01-06T06:48:33Z,claude_rerank_v3,tìm nhà đất Phường Thông Tây Hội giá rẻ tiềm năng tăng giá,investment,mid_range,Phường Thông Tây Hội,5.6,2,45160333,9,0.81,near_school,,0,,,,
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,42972398,0,0.825,near_school,,1,0.0,"Nhà đất tại Phường An Lạc giá 6.38 tỷ, 4 phòng ngủ, diện tích 58.0m2, có gần trường học, gần bệnh viện, phù hợp nhu cầu đầu tư.","Ưu thế: cân đối giữa giá 6.38 tỷ, 4 phòng ngủ và 4 tiện ích so với các căn còn lại so với các căn còn lại.",claude-agent-rerank
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,45163698,1,0.827,near_school,,1,1.0,"Nhà đất tại Phường An Lạc giá 6.38 tỷ, 4 phòng ngủ, diện tích 58.0m2, có gần trường học, phù hợp nhu cầu đầu tư.","Ưu thế: cân đối giữa giá 6.38 tỷ, 4 phòng ngủ và 4 tiện ích so với các căn còn lại so với các căn còn lại.",claude-agent-rerank
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,45102649,2,0.818,near_school,,1,2.0,"Nhà đất tại Phường An Lạc giá 6.8 tỷ, 6 phòng ngủ, diện tích 51.7m2, có gần trường học, phù hợp nhu cầu đầu tư.",Ưu thế: nhiều phòng ngủ nhất (6) so với các căn còn lại.,claude-agent-rerank
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,44697172,3,0.803,near_school|kids_playground,,0,,,,
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,45265733,4,0.775,near_school|kids_playground,,0,,,,
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,45179131,5,0.8,near_school,kids_playground~park,0,,,,
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,44763347,6,0.766,near_school,kids_playground~park,0,,,,
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,45250023,7,0.685,,,0,,,,
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,45263838,8,0.682,near_school,,0,,,,
rs_300141,usr_1055,sess_1055_1,2026-01-17T21:07:24Z,claude_rerank_v3,"mua nhà đất đầu tư ở Phường An Lạc pháp lý rõ ràng, giá tốt",investment,mid_range,Phường An Lạc,5.6,2,45235052,9,0.668,,,0,,,,
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,45226241,0,0.878,near_school,,1,1.0,"Nhà đất tại Xã Hiệp Phước giá 4.95 tỷ, 2 phòng ngủ, diện tích 98.0m2, có gần trường học, phù hợp nhu cầu đầu tư.",Ưu thế: giá 4.95 tỷ mềm hơn mặt bằng chung của các căn còn lại so với các căn còn lại.,claude-agent-rerank
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,44733999,1,0.877,near_school,,1,0.0,"Nhà đất tại Xã Hiệp Phước giá 5.9 tỷ, 5 phòng ngủ, diện tích 82.5m2, có gần trường học, phù hợp nhu cầu đầu tư.",Ưu thế: nhiều phòng ngủ nhất (5); nhiều tiện ích nhất (6) so với các căn còn lại.,claude-agent-rerank
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,44587740,2,0.881,near_school,,1,2.0,"Nhà đất tại Xã Hiệp Phước giá 4.1 tỷ, 3 phòng ngủ, diện tích 93.0m2, có gần trường học, phù hợp nhu cầu đầu tư.",Ưu thế: giá 4.1 tỷ mềm hơn mặt bằng chung của các căn còn lại so với các căn còn lại.,claude-agent-rerank
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,44593189,3,0.865,near_school,,0,,,,
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,44378630,4,0.847,near_school,,0,,,,
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,44733927,5,0.842,near_school,,0,,,,
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,44881114,6,0.845,near_school,,0,,,,
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,44940395,7,0.827,near_school,,0,,,,
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,45191674,8,0.818,near_school,,0,,,,
rs_300142,usr_1055,sess_1055_2,2026-04-18T01:32:42Z,claude_rerank_v3,tìm nhà đất Xã Hiệp Phước rẻ một chút tiềm năng tăng giá,investment,mid_range,Xã Hiệp Phước,5.6,2,44598029,9,0.822,near_school,,0,,,,
rs_300143,usr_1056,sess_1056_0,2026-01-03T06:30:42Z,claude_rerank_v3,căn hộ Phường Phú Thuận giá mềm cho gia đình,buy_for_living,affordable,Phường Phú Thuận,2.4,2,45202954,0,0.625,kids_playground|park,,0,,,,
rs_300143,usr_1056,sess_1056_0,2026-01-03T06:30:42Z,claude_rerank_v3,căn hộ Phường Phú Thuận giá mềm cho gia đình,buy_for_living,affordable,Phường Phú Thuận,2.4,2,45055545,1,0.618,kids_playground|park,,0,,,,
