listing_id,popularity
45245437,0.0447
45237954,0.037
44877579,0.1331
45152823,0.1246
45148799,0.1604
42956794,0.0197
45141065,0.4944
45255721,0.1629
44922562,0.208
44668486,0.0362
45140831,0.0542
44522452,0.3558
45209973,0.0339
44907827,0.044
45267284,0.112
44904039,0.053
45197605,0.1735
43552916,0.0908
45054328,0.1521
45158878,0.1222
44920655,0.2957
44723754,0.0939
45020016,0.229
44532610,0.0464
42298790,0.0377
45143009,0.038
44986073,0.055
45081962,0.0824
45080276,0.1336
44918394,0.1281
43011177,0.087
43496938,0.1616
45216160,0.2021
44153316,0.2567
44860566,0.1903
43751182,0.2877
45012434,0.0527
44732427,0.1374
43122633,0.1032
45250947,0.3603
45032097,0.325
44542346,0.0805
45000212,0.0228
44943702,0.4201
45238149,0.3026
43847525,0.0524
45240894,0.0508
45025831,0.2917
45119458,0.0749
44995198,0.0281
44348441,0.0427
45081807,0.0348
44125552,0.2949
42807823,0.0812
45239402,0.1711
45266775,0.0549
44994501,0.1806
44244300,0.1631
43940956,0.3168
45213691,0.1918
43696637,0.5702
45016818,0.1331
45272297,0.1315
45261874,0.3436
45211771,0.1519
44256277,0.049
45206979,0.1913
44745637,0.0612
43471444,0.1151
45247303,0.0396
44959065,0.046
44010041,0.1294
44869986,0.1151
45090623,0.2167
45188877,0.167
42182617,0.352
45010087,0.1061
44586268,0.1677
44790440,0.0311
44453924,0.496
41287063,0.2513
44178154,0.0263
44817009,0.1468
45042172,0.1829
44077565,0.2892
44620727,0.0909
45261537,0.1217
45115514,0.4663
43485499,0.4146
45266757,0.201
45178501,0.1018
43110040,0.0281
45179743,0.1032
45197452,0.1955
44871367,0.057
44964591,0.2157
45215592,0.0339
44515581,0.1569
45202945,0.0317
45054905,0.3198
44034581,0.3162
45064603,0.2227
45077780,0.0484
44729464,0.0842
45051736,0.0529
44627527,0.0228
45248809,0.0816
45019731,0.5024
45094154,0.1383
40032422,0.0569
45195327,0.0763
44219885,0.0445
45267186,0.0387
45254034,0.3468
45257389,0.7148
42687922,0.2852
40018547,0.2568
43371877,0.1647
45150820,0.1639
45246054,0.2934
44953993,0.1294
44807125,0.2632
44239561,0.0423
45215802,0.2513
45256662,0.2498
45182658,0.0915
45234636,0.2248
45223376,0.467
45263202,0.0377
45180898,0.0793
44755067,0.1141
45196522,0.1179
45105953,0.2852
45115875,0.2239
45066832,0.1705
44113870,0.057
45021580,0.2757
44970677,0.0339
44892271,0.2431
44868190,0.012
45203351,0.2205
44130737,0.3366
45268404,0.041
45172741,0.5003
43605480,0.4547
44538240,0.0472
44992114,0.1541
44841956,0.1781
45256975,0.2038
45218912,0.0358
42177453,0.2713
45217453,0.2365
44871995,0.1479
43866971,0.2162
43859732,0.029
44927379,0.029
45246006,0.057
45223231,0.0801
45096390,0.2868
45138973,0.0384
44730405,0.0344
45197627,0.3788
45227137,0.1951
45195267,0.68
44838922,0.0742
45270893,0.0748
44903222,0.2727
42818522,0.1052
43988683,0.0317
45218919,0.1795
45222354,0.0491
45130115,0.057
45099055,0.0855
44599657,0.2903
43202640,0.24
44066956,0.057
45210343,0.1711
43537036,0.0323
44282741,0.239
45202806,0.0323
45196132,0.1422
44886466,0.0845
45244241,0.1996
45233151,0.0466
44667920,0.3074
45132220,0.1161
45154817,0.1302
44835622,0.145
44543331,0.0431
44980619,0.0417
45232003,0.0865
45202954,0.1354
45193895,0.0377
45149520,0.0951
43869611,0.1197
44838709,0.1977
45005604,0.1217
45235813,0.0913
44790560,0.1711
44892290,0.0986
44454285,0.1421
45237780,0.0353
44404468,0.0377
45253987,0.0767
43544584,0.1488
45114247,0.042
45101591,0.0474
43686285,0.1586
44351096,0.2281
44648582,0.0373
44440058,0.2089
45210609,0.1398
45051102,0.2593
45233008,0.175
45170694,0.0541
43478475,0.1348
44718946,0.0334
45043852,0.057
45080935,0.0911
44432198,0.1548
43960856,0.0535
43469217,0.0488
44610935,0.1344
44278606,0.0751
43229879,0.2398
44189753,0.0936
45048044,0.0377
44518664,0.3011
45206609,0.1108
45189051,0.1421
43756300,0.2446
43682719,0.0445
44091096,0.2135
44524721,0.3266
44973206,0.204
44623291,0.2603
45217235,0.057
45179428,0.042
45178705,0.0835
45248655,0.3667
44287640,0.1966
45263812,0.0402
45245637,0.1715
45082646,0.0241
44561082,0.0402
44342167,0.1002
43499957,0.1566
45165004,0.1974
44043317,0.1661
44881508,0.1884
44879590,0.057
43866123,0.2259
44742828,0.2498
42981800,0.0529
45230738,0.0353
45200981,0.1335
44890005,0.1471
44519047,0.1629
43662693,0.041
45182811,0.1633
44532175,0.0524
44886954,0.0809
44921021,0.1395
44694186,0.1572
45184555,0.042
45062729,0.1097
45088647,0.1018
44659061,0.0427
45152166,0.3092
44936092,0.1156
45230960,0.1378
45162231,0.2909
43102591,0.0413
45002237,0.0844
44554823,0.0425
45056553,0.1544
44804938,0.2281
45218235,0.4438
45212387,0.3282
42505985,0.2713
45230659,0.2695
45040159,0.5101
45247040,0.1307
43503286,0.0805
45020850,0.057
45184505,0.0431
45195095,0.3705
44707165,0.1519
44732398,0.0339
44713493,0.0334
45114937,0.057
45113537,0.0339
45214926,0.2272
44816803,0.0405
44825273,0.1643
44611580,0.1711
44804549,0.0399
45252225,0.4644
44242606,0.0396
44059773,0.0506
44275170,0.1848
45130272,0.117
43153771,0.0844
45239086,0.2804
45052563,0.2738
45218797,0.2892
42583860,0.2311
44812705,0.1711
45125647,0.0263
45266012,0.0425
44334707,0.1808
45211253,0.0431
45204306,0.2994
45210546,0.148
44193699,0.0458
44855408,0.0474
44068847,0.0806
44908020,0.3877
45079987,0.0334
45268380,0.0358
45080508,0.1965
44636947,0.126
45250023,0.3449
42928021,0.3505
45230794,0.1466
43136703,0.0605
43775873,0.0396
45268965,0.27
44942519,0.044
45251495,0.1417
44893724,0.2742
45189288,0.2659
44761704,0.1197
45160018,0.0498
44805680,0.2568
45094868,0.2208
45054228,0.1085
45248754,0.0441
45256244,0.1408
44790683,0.0399
44699370,0.0834
45244194,0.0311
44965768,0.0241
44317577,0.4078
45119935,0.039
45095507,0.0468
45233856,0.1963
44237400,0.0485
44805963,0.0554
45175383,0.0253
45227501,0.1189
44952474,0.0877
45004899,0.057
44939217,0.0516
44136516,0.0863
44030072,0.0484
45263618,0.057
45232122,0.0494
45161272,0.1342
45137052,0.1696
44315206,0.27
42171811,0.2221
45229581,0.2195
43569738,0.2598
44973643,0.0469
44241249,0.3375
44956559,0.0504
44445558,0.2649
45253141,0.0433
45228729,0.2052
45240205,0.1481
45237440,0.4786
44469361,0.1097
44532012,0.1763
44615878,0.1725
45088511,0.3118
42235197,0.0915
44821134,0.0358
45083934,0.0436
44714219,0.2263
45173815,0.2112
45080633,0.2255
44407762,0.2312
43472386,0.2787
45151537,0.0522
44905790,0.05
45118395,0.057
44357586,0.2563
45178622,0.2894
45154603,0.0384
45246086,0.0502
44881518,0.1901
45215158,0.1516
45093376,0.1584
44202556,0.1488
45059567,0.1711
45200887,0.2176
44905609,0.229
45196397,0.2257
44428066,0.0358
44000659,0.2431
44233376,0.083
44871874,0.1711
44150180,0.0478
42521719,0.057
44826933,0.0464
44877964,0.2155
45173915,0.0348
44637401,0.087
44842530,0.0317
44263973,0.4857
45239592,0.45
41491999,0.1246
44057200,0.0517
43692251,0.0501
44817676,0.117
45249214,0.1108
45215573,0.0427
44921476,0.1917
44885592,0.0444
44818037,0.0387
44525010,0.1072
45247316,0.1653
45186062,0.0453
45259017,0.0825
44845848,0.1711
44577814,0.1664
44755723,0.1534
45112663,0.0431
43467650,0.1325
44333099,0.0536
45173450,0.057
45159325,0.0384
45251169,0.0353
45140241,0.3038
45111612,0.0396
45171887,0.0334
44847215,0.0399
44965090,0.0844
45172574,0.2024
44995869,0.0943
44558218,0.1072
44422861,0.1376
44985017,0.1214
45190126,0.0781
44110260,0.1342
45113783,0.0705
44783756,0.1359
42764854,0.0317
44425728,0.3903
45191977,0.0366
45201015,0.2756
45197066,0.1966
45200975,0.0413
43551199,0.2928
45105755,0.2749
44984622,0.0197
43900461,0.0417
45251894,0.0273
45200648,0.4903
44817698,0.1097
45177268,0.0441
44222475,0.0447
45172315,0.0362
44935352,0.143
45115150,0.0304
43817305,0.3277
44886937,0.0311
45239064,0.205
43825788,0.1197
44732699,0.0461
45040043,0.2292
45236333,0.0936
45211536,0.0495
45256237,0.0469
45229051,0.1988
45119127,0.0413
44014157,0.1462
45097287,0.117
44954267,0.0344
45150988,0.1222
45205140,0.1744
45133806,0.1851
45223953,0.0304
39547835,0.1141
44350831,0.057
45270087,0.0546
43529622,0.0429
45266745,0.0384
45206027,0.2981
44673234,0.2076
45104610,0.0903
43981188,0.0399
45247355,0.1238
45074986,0.0503
44767620,0.0362
44468549,0.2146
45054263,0.0706
44366917,0.0241
44269504,0.13
45221498,0.168
45093850,0.2226
42712261,0.1919
45239247,0.0789
45202884,0.1446
45017788,0.1507
44984666,0.0393
45229984,0.0366
45258521,0.3378
45038422,0.2852
45070787,0.0478
44587740,0.2044
45147617,0.2172
44942882,0.1448
44558555,0.0986
44920943,0.2119
44829678,0.0447
45055545,0.0415
45104453,0.1189
45194838,0.0213
44530340,0.3116
44810953,0.0552
45124957,0.1981
44654114,0.1521
45158404,0.0455
45136082,0.1376
45236908,0.0466
42616372,0.057
45129450,0.0423
45181375,0.0514
45109389,0.1541
44014149,0.0429
45140583,0.0492
45175429,0.2082
44258163,0.0481
43775385,0.0407
45029262,0.4327
44511198,0.205
45058561,0.0437
44827162,0.0263
44009956,0.1766
45224841,0.1399
45182579,0.0358
42006475,0.1425
45124353,0.2492
45262066,0.0495
45105664,0.057
45158956,0.2459
45204682,0.1478
45233274,0.0599
42023574,0.0857
39919262,0.1206
44004519,0.0491
45215597,0.1951
45016430,0.2435
45234974,0.1507
44730914,0.039
43381561,0.0516
45128479,0.0413
45192019,0.0509
45016800,0.0546
45184677,0.1534
45143212,0.0263
43864867,0.0362
44807149,0.0477
43258837,0.0466
44728156,0.2096
44670333,0.0528
40741946,0.0273
45182878,0.1313
45263106,0.0501
45108028,0.1364
43824759,0.0399
45246408,0.1307
45059651,0.0508
45146527,0.1085
44998106,0.0492
44199099,0.1825
45073914,0.3388
44317266,0.0399
44851876,0.1866
45144435,0.0456
45231699,0.0474
45257346,0.057
45245173,0.0485
45220153,0.0334
45264351,0.0818
45190535,0.1592
45259731,0.057
44187433,0.2632
45053231,0.2063
44646136,0.0528
45150425,0.2115
44962033,0.1538
45210079,0.057
45175447,0.1597
44871770,0.1412
44549064,0.0464
43517747,0.0509
44082194,0.0317
45023000,0.1018
45094268,0.1615
44945217,0.0932
45223119,0.2122
44085752,0.1032
45185441,0.2314
45201231,0.1711
44958250,0.037
44959298,0.039
45223417,0.1336
44554063,0.1935
45225431,0.1901
45174871,0.1462
45110391,0.1008
43161489,0.1459
44785182,0.0334
44740495,0.0396
45247172,0.1108
43779678,0.0402
45011337,0.029
43272904,0.1393
43317208,0.0568
45194730,0.2307
45239656,0.0491
43906503,0.1032
44867307,0.0311
44715266,0.0348
44702970,0.0844
45261598,0.0393
44925164,0.0455
44733999,0.0474
45035345,0.1627
44052997,0.1072
43927670,0.0431
44869367,0.0478
44886440,0.1711
44984489,0.1981
45226530,0.1206
44810753,0.2852
45243923,0.147
44960399,0.0423
45231828,0.0891
45189972,0.0437
44200919,0.0415
45163492,0.0484
42647679,0.0503
43257879,0.0913
45265794,0.0253
45175540,0.0297
44957948,0.2543
43486829,0.0568
44656554,0.1711
45189689,0.1562
43937421,0.0399
45229622,0.1711
45081038,0.029
45178550,0.0538
43482908,0.1151
45122141,0.0553
44765040,0.1547
44821503,0.1313
45271541,0.0437
44832652,0.0417
44910264,0.2626
42777274,0.1189
45243957,0.2498
44591760,0.0339
44821275,0.0344
45137798,0.0484
44929100,0.0844
45257827,0.0362
43356438,0.1766
45191353,0.1513
45236774,0.1534
44991259,0.0197
44315816,0.0358
44957828,0.1331
44437604,0.0297
45148981,0.1438
44909092,0.2824
44689369,0.1336
43973754,0.1687
45019830,0.0482
44508062,0.2314
44962142,0.0447
44927947,0.041
44669387,0.1214
44965534,0.0456
45169945,0.2383
44760660,0.0506
45109178,0.0525
44797734,0.0553
39387596,0.0548
45099850,0.0348
44572247,0.1403
45153972,0.2106
45211431,0.0197
45249634,0.2064
42091112,0.1966
45243471,0.0396
44958409,0.0402
45176450,0.048
