age_group,area,bedrooms,budget_group,id,income,intent,label,name,price,ptype,segment,text
,70.1,3,affordable,Listing:45079321,,,Listing,45079321,1.61,Căn hộ,,
,75.0,2,affordable,Listing:45099576,,,Listing,45099576,2.77,Căn hộ,,
,69.1,3,affordable,Listing:45054328,,,Listing,45054328,1.56,Căn hộ,,
,77.0,1,affordable,Listing:45226264,,,Listing,45226264,1.84,Căn hộ,,
,90.0,5,mid_range,Listing:44821503,,,Listing,44821503,7.71,Nhà phố,,
,125.4,5,mid_range,Listing:45206352,,,Listing,45206352,5.56,Nhà phố,,
,57.6,2,affordable,Listing:44621627,,,Listing,44621627,2.66,Căn hộ,,
,43.7,3,affordable,Listing:44366917,,,Listing,44366917,1.58,Đất nền,,
,56.1,1,affordable,Listing:45215285,,,Listing,45215285,1.51,Căn hộ,,
,48.5,4,affordable,Listing:45022529,,,Listing,45022529,2.99,Căn hộ,,
,110.2,4,mid_range,Listing:44693702,,,Listing,44693702,6.64,Căn hộ,,
,57.3,3,affordable,Listing:45088747,,,Listing,45088747,1.57,Căn hộ,,
,221.2,6,luxury,Listing:45150988,,,Listing,45150988,16.28,Căn hộ,,
,51.6,2,affordable,Listing:45230335,,,Listing,45230335,1.41,Nhà phố,,
,327.3,6,luxury,Listing:45081038,,,Listing,45081038,22.6,Biệt thự,,
,91.9,2,mid_range,Listing:45228090,,,Listing,45228090,4.57,Đất nền,,
,49.8,3,affordable,Listing:45226656,,,Listing,45226656,2.26,Căn hộ,,
,40.7,1,affordable,Listing:44264563,,,Listing,44264563,1.55,Nhà phố,,
,68.0,3,affordable,Listing:45179313,,,Listing,45179313,1.89,Nhà phố,,
,76.4,3,mid_range,Listing:45158022,,,Listing,45158022,4.92,Biệt thự,,
,81.2,2,affordable,Listing:45229038,,,Listing,45229038,1.89,Đất nền,,
,43.4,1,affordable,Listing:45230794,,,Listing,45230794,1.39,Căn hộ,,
,87.1,4,mid_range,Listing:44973410,,,Listing,44973410,5.6,Nhà phố,,
,63.3,0,affordable,Listing:45229471,,,Listing,45229471,1.71,Căn hộ,,
,45.7,2,affordable,Listing:45156333,,,Listing,45156333,2.81,Nhà phố,,
,72.3,2,mid_range,Listing:44797875,,,Listing,44797875,3.56,Đất nền,,
,128.9,6,mid_range,Listing:43529769,,,Listing,43529769,7.91,Đất nền,,
,82.6,2,mid_range,Listing:44350421,,,Listing,44350421,3.95,Căn hộ,,
,68.0,2,affordable,Listing:45230960,,,Listing,45230960,2.17,Nhà phố,,
,84.1,3,mid_range,Listing:44437606,,,Listing,44437606,3.03,Đất nền,,
,66.8,4,mid_range,Listing:45160821,,,Listing,45160821,4.69,Nhà phố,,
,66.0,2,affordable,Listing:44965768,,,Listing,44965768,2.21,Căn hộ,,
,56.5,2,affordable,Listing:43717341,,,Listing,43717341,1.84,Căn hộ,,
,59.3,3,affordable,Listing:45156251,,,Listing,45156251,2.92,Nhà phố,,
,72.9,3,affordable,Listing:45118404,,,Listing,45118404,2.52,Căn hộ,,
,44.6,1,affordable,Listing:45004927,,,Listing,45004927,1.42,Căn hộ,,
,78.3,1,affordable,Listing:44974004,,,Listing,44974004,2.67,Nhà phố,,
,89.7,3,mid_range,Listing:45158976,,,Listing,45158976,4.52,Căn hộ,,
,98.8,2,mid_range,Listing:45158302,,,Listing,45158302,4.43,Nhà phố,,
,21.6,3,affordable,Listing:45230461,,,Listing,45230461,1.4,Đất nền,,
,77.8,2,affordable,Listing:43529622,,,Listing,43529622,1.46,Nhà phố,,
,111.8,6,mid_range,Listing:44732236,,,Listing,44732236,7.16,Nhà phố,,
,101.9,4,mid_range,Listing:45225478,,,Listing,45225478,7.07,Căn hộ,,
,70.2,3,affordable,Listing:44442368,,,Listing,44442368,2.46,Biệt thự,,
,40.3,3,mid_range,Listing:45215802,,,Listing,45215802,3.77,Căn hộ,,
,93.5,4,mid_range,Listing:45150425,,,Listing,45150425,5.8,Căn hộ,,
,84.4,3,mid_range,Listing:44732427,,,Listing,44732427,4.94,Nhà phố,,
,70.5,1,affordable,Listing:44922562,,,Listing,44922562,1.93,Căn hộ,,
,53.8,3,affordable,Listing:45178416,,,Listing,45178416,2.64,Căn hộ,,
,69.9,2,affordable,Listing:45215169,,,Listing,45215169,2.7,Căn hộ,,
,37.0,3,affordable,Listing:44566729,,,Listing,44566729,2.19,Căn hộ,,
,60.6,3,affordable,Listing:45162505,,,Listing,45162505,2.13,Đất nền,,
,200.7,6,luxury,Listing:45146010,,,Listing,45146010,13.79,Nhà phố,,
,64.7,1,affordable,Listing:45228207,,,Listing,45228207,2.7,Căn hộ,,
,105.8,2,affordable,Listing:44731452,,,Listing,44731452,2.02,Đất nền,,
,63.3,2,affordable,Listing:42953705,,,Listing,42953705,2.93,Căn hộ,,
,47.4,1,affordable,Listing:45230255,,,Listing,45230255,2.2,Căn hộ,,
,53.7,1,affordable,Listing:45094468,,,Listing,45094468,1.21,Căn hộ,,
,51.6,1,affordable,Listing:44929100,,,Listing,44929100,1.23,Căn hộ,,
,69.7,2,affordable,Listing:44593015,,,Listing,44593015,1.71,Nhà phố,,
,66.3,1,affordable,Listing:45227842,,,Listing,45227842,2.93,Căn hộ,,
,243.1,6,luxury,Listing:44467169,,,Listing,44467169,16.13,Nhà phố,,
,72.8,3,affordable,Listing:44845982,,,Listing,44845982,2.92,Căn hộ,,
,265.3,6,luxury,Listing:43614651,,,Listing,43614651,18.23,Nhà phố,,
,109.7,4,mid_range,Listing:44578059,,,Listing,44578059,6.39,Đất nền,,
,90.6,2,affordable,Listing:44905121,,,Listing,44905121,2.97,Căn hộ,,
,79.0,3,mid_range,Listing:45193243,,,Listing,45193243,7.13,Căn hộ,,
,49.3,2,affordable,Listing:45088101,,,Listing,45088101,2.11,Căn hộ,,
,33.3,1,affordable,Listing:43860470,,,Listing,43860470,1.32,Nhà phố,,
,76.3,2,affordable,Listing:45186439,,,Listing,45186439,2.56,Căn hộ,,
,104.8,3,mid_range,Listing:45228050,,,Listing,45228050,4.54,Căn hộ,,
,55.0,2,affordable,Listing:45229581,,,Listing,45229581,1.63,Nhà phố,,
,84.7,1,affordable,Listing:45228540,,,Listing,45228540,2.74,Đất nền,,
,51.2,2,affordable,Listing:45161952,,,Listing,45161952,2.35,Căn hộ,,
,44.7,2,affordable,Listing:43530901,,,Listing,43530901,1.33,Căn hộ,,
,79.6,3,affordable,Listing:43419726,,,Listing,43419726,2.41,Căn hộ,,
,78.5,5,mid_range,Listing:44542346,,,Listing,44542346,3.08,Căn hộ,,
,38.9,2,affordable,Listing:45039085,,,Listing,45039085,1.4,Nhà phố,,
,66.1,2,affordable,Listing:43988683,,,Listing,43988683,2.27,Nhà phố,,
,80.5,3,mid_range,Listing:44837259,,,Listing,44837259,3.68,Nhà phố,,
,97.9,3,mid_range,Listing:44704691,,,Listing,44704691,5.12,Căn hộ,,
,119.5,4,mid_range,Listing:45183074,,,Listing,45183074,4.98,Nhà phố,,
,81.4,2,affordable,Listing:45228388,,,Listing,45228388,2.24,Căn hộ,,
,94.5,3,mid_range,Listing:45025850,,,Listing,45025850,4.98,Căn hộ,,
,358.0,6,luxury,Listing:44407311,,,Listing,44407311,25.6,Căn hộ,,
,133.4,5,luxury,Listing:45194032,,,Listing,45194032,8.32,Căn hộ,,
,109.2,3,mid_range,Listing:45211053,,,Listing,45211053,4.8,Căn hộ,,
,71.3,1,affordable,Listing:45194358,,,Listing,45194358,1.46,Căn hộ,,
,119.0,5,mid_range,Listing:45078935,,,Listing,45078935,6.04,Căn hộ,,
,142.1,4,mid_range,Listing:43517747,,,Listing,43517747,7.85,Nhà phố,,
,51.5,2,affordable,Listing:45172012,,,Listing,45172012,2.39,Căn hộ,,
,60.8,2,mid_range,Listing:44671246,,,Listing,44671246,4.64,Nhà phố,,
,84.9,1,affordable,Listing:45224019,,,Listing,45224019,2.92,Căn hộ,,
,59.7,2,affordable,Listing:44970036,,,Listing,44970036,1.47,Nhà phố,,
,386.7,6,luxury,Listing:45227552,,,Listing,45227552,29.43,Đất nền,,
,63.9,2,affordable,Listing:45226611,,,Listing,45226611,1.54,Nhà phố,,
,47.9,3,affordable,Listing:45158883,,,Listing,45158883,1.97,Nhà phố,,
,70.9,2,affordable,Listing:45226878,,,Listing,45226878,2.69,Căn hộ,,
,109.3,3,mid_range,Listing:42777274,,,Listing,42777274,6.47,Căn hộ,,
,311.6,6,luxury,Listing:44670333,,,Listing,44670333,22.91,Căn hộ,,
,53.9,4,affordable,Listing:45223231,,,Listing,45223231,2.82,Căn hộ,,
,258.2,6,luxury,Listing:45018689,,,Listing,45018689,18.25,Căn hộ,,
,346.3,6,luxury,Listing:45013698,,,Listing,45013698,26.05,Căn hộ,,
,62.1,2,mid_range,Listing:45177905,,,Listing,45177905,3.63,Nhà phố,,
,43.8,3,affordable,Listing:45226387,,,Listing,45226387,2.15,Nhà phố,,
,105.8,4,mid_range,Listing:44827360,,,Listing,44827360,6.67,Căn hộ,,
,66.4,4,affordable,Listing:42928021,,,Listing,42928021,2.82,Nhà phố,,
,55.3,1,mid_range,Listing:44977392,,,Listing,44977392,3.34,Nhà phố,,
,99.7,3,mid_range,Listing:45216200,,,Listing,45216200,6.58,Đất nền,,
,34.7,2,affordable,Listing:45224513,,,Listing,45224513,1.49,Căn hộ,,
,355.6,6,luxury,Listing:45220203,,,Listing,45220203,26.13,Căn hộ,,
,368.3,6,luxury,Listing:44869947,,,Listing,44869947,27.8,Đất nền,,
,85.3,3,affordable,Listing:45204718,,,Listing,45204718,2.98,Căn hộ,,
,119.2,5,mid_range,Listing:44673808,,,Listing,44673808,7.99,Căn hộ,,
,112.8,5,mid_range,Listing:45223119,,,Listing,45223119,5.71,Căn hộ,,
,76.0,1,affordable,Listing:45196546,,,Listing,45196546,2.26,Căn hộ,,
,80.9,2,mid_range,Listing:45224956,,,Listing,45224956,3.86,Nhà phố,,
,79.4,2,affordable,Listing:45224841,,,Listing,45224841,2.53,Căn hộ,,
,53.4,0,affordable,Listing:45225361,,,Listing,45225361,1.46,Căn hộ,,
,179.1,6,luxury,Listing:45224284,,,Listing,45224284,13.09,Đất nền,,
,58.0,4,mid_range,Listing:45201374,,,Listing,45201374,4.35,Căn hộ,,
,81.3,2,affordable,Listing:45223173,,,Listing,45223173,1.3,Căn hộ,,
,77.1,3,affordable,Listing:45224366,,,Listing,45224366,2.48,Đất nền,,
,45.1,1,affordable,Listing:45219566,,,Listing,45219566,2.17,Căn hộ,,
,143.4,6,luxury,Listing:45223742,,,Listing,45223742,10.08,Nhà phố,,
,62.7,3,affordable,Listing:45189911,,,Listing,45189911,2.36,Nhà phố,,
,133.7,5,luxury,Listing:45223994,,,Listing,45223994,9.54,Nhà phố,,
,76.9,4,mid_range,Listing:45223899,,,Listing,45223899,4.03,Căn hộ,,
,112.7,6,mid_range,Listing:45210079,,,Listing,45210079,5.71,Nhà phố,,
,73.6,3,mid_range,Listing:45222624,,,Listing,45222624,4.66,Căn hộ,,
,74.1,3,affordable,Listing:45195316,,,Listing,45195316,2.01,Căn hộ,,
,90.8,3,mid_range,Listing:45188877,,,Listing,45188877,4.71,Căn hộ,,
,69.6,1,affordable,Listing:44944990,,,Listing,44944990,2.76,Nhà phố,,
,41.2,2,affordable,Listing:45223953,,,Listing,45223953,2.29,Căn hộ,,
,403.2,6,luxury,Listing:45222354,,,Listing,45222354,29.98,Căn hộ,,
,82.9,3,mid_range,Listing:45222510,,,Listing,45222510,4.23,Căn hộ,,
,83.1,3,affordable,Listing:45215261,,,Listing,45215261,2.74,Căn hộ,,
,54.6,0,affordable,Listing:45224328,,,Listing,45224328,2.08,Căn hộ,,
,46.5,2,affordable,Listing:45190535,,,Listing,45190535,2.92,Biệt thự,,
,50.6,3,affordable,Listing:45224178,,,Listing,45224178,2.35,Căn hộ,,
,114.9,4,mid_range,Listing:45192385,,,Listing,45192385,5.65,Căn hộ,,
,65.0,3,affordable,Listing:45223466,,,Listing,45223466,2.57,Căn hộ,,
,63.1,2,affordable,Listing:45199308,,,Listing,45199308,2.53,Đất nền,,
,68.4,1,affordable,Listing:44994534,,,Listing,44994534,1.67,Căn hộ,,
,54.6,2,affordable,Listing:45009771,,,Listing,45009771,1.47,Căn hộ,,
,54.2,0,affordable,Listing:45223116,,,Listing,45223116,2.55,Nhà phố,,
,61.0,1,affordable,Listing:39328171,,,Listing,39328171,1.23,Căn hộ,,
,26.5,1,affordable,Listing:45061609,,,Listing,45061609,1.41,Nhà phố,,
,64.1,2,mid_range,Listing:45032097,,,Listing,45032097,3.76,Đất nền,,
,63.1,2,affordable,Listing:44126704,,,Listing,44126704,2.48,Nhà phố,,
,95.7,4,affordable,Listing:43552916,,,Listing,43552916,2.76,Căn hộ,,
,98.2,2,affordable,Listing:45051102,,,Listing,45051102,2.53,Căn hộ,,
,66.7,3,affordable,Listing:44329060,,,Listing,44329060,1.85,Nhà phố,,
,262.7,6,luxury,Listing:42104888,,,Listing,42104888,18.21,Căn hộ,,
,52.2,1,affordable,Listing:45083827,,,Listing,45083827,1.24,Căn hộ,,
,67.7,3,affordable,Listing:45149696,,,Listing,45149696,2.54,Căn hộ,,
,80.7,3,mid_range,Listing:44773068,,,Listing,44773068,4.12,Nhà phố,,
,354.1,6,luxury,Listing:45057882,,,Listing,45057882,26.94,Căn hộ,,
,57.3,2,affordable,Listing:45184381,,,Listing,45184381,2.8,Căn hộ,,
,55.8,3,affordable,Listing:45158404,,,Listing,45158404,2.32,Căn hộ,,
,30.7,1,affordable,Listing:44953675,,,Listing,44953675,1.46,Đất nền,,
,122.1,4,mid_range,Listing:45199407,,,Listing,45199407,5.29,Biệt thự,,
,374.6,6,luxury,Listing:45197139,,,Listing,45197139,28.74,Nhà phố,,
,46.1,2,affordable,Listing:45204762,,,Listing,45204762,1.72,Căn hộ,,
,40.6,2,affordable,Listing:45202785,,,Listing,45202785,1.5,Căn hộ,,
,81.4,1,affordable,Listing:45221695,,,Listing,45221695,1.23,Căn hộ,,
,45.8,1,affordable,Listing:45205027,,,Listing,45205027,1.27,Nhà phố,,
,43.3,2,affordable,Listing:45192019,,,Listing,45192019,1.97,Nhà phố,,
,97.6,4,mid_range,Listing:45090654,,,Listing,45090654,6.4,Đất nền,,
,68.5,1,affordable,Listing:44852119,,,Listing,44852119,2.49,Căn hộ,,
,43.4,3,affordable,Listing:45060455,,,Listing,45060455,2.21,Biệt thự,,
,100.1,2,mid_range,Listing:45146331,,,Listing,45146331,4.79,Đất nền,,
,122.1,6,mid_range,Listing:44945736,,,Listing,44945736,7.46,Căn hộ,,
,88.3,2,affordable,Listing:45066979,,,Listing,45066979,2.63,Căn hộ,,
,74.4,3,affordable,Listing:44745929,,,Listing,44745929,2.69,Nhà phố,,
,121.8,2,mid_range,Listing:45158517,,,Listing,45158517,3.84,Nhà phố,,
,49.4,3,affordable,Listing:44815225,,,Listing,44815225,2.41,Căn hộ,,
,82.6,3,affordable,Listing:44492541,,,Listing,44492541,2.76,Căn hộ,,
,49.8,3,affordable,Listing:44730435,,,Listing,44730435,1.49,Căn hộ,,
,50.7,2,affordable,Listing:45119458,,,Listing,45119458,1.63,Nhà phố,,
,312.3,6,luxury,Listing:44886746,,,Listing,44886746,20.86,Căn hộ,,
,71.7,1,affordable,Listing:45011708,,,Listing,45011708,2.89,Căn hộ,,
,46.4,1,affordable,Listing:45160024,,,Listing,45160024,1.86,Căn hộ,,
,62.5,2,affordable,Listing:45080508,,,Listing,45080508,1.65,Nhà phố,,
,58.3,2,affordable,Listing:44307759,,,Listing,44307759,2.02,Căn hộ,,
,139.5,4,mid_range,Listing:45138486,,,Listing,45138486,7.07,Căn hộ,,
,90.5,4,mid_range,Listing:43605941,,,Listing,43605941,5.47,Căn hộ,,
,76.4,1,affordable,Listing:43639251,,,Listing,43639251,2.41,Nhà phố,,
,83.6,4,mid_range,Listing:44939017,,,Listing,44939017,4.22,Căn hộ,,
,59.7,3,mid_range,Listing:43596772,,,Listing,43596772,3.62,Căn hộ,,
,62.3,1,affordable,Listing:43788665,,,Listing,43788665,2.72,Căn hộ,,
,319.1,6,luxury,Listing:45072572,,,Listing,45072572,24.54,Đất nền,,
,100.3,3,mid_range,Listing:42583860,,,Listing,42583860,5.55,Biệt thự,,
,104.8,2,mid_range,Listing:44549064,,,Listing,44549064,4.94,Căn hộ,,
,80.0,3,mid_range,Listing:44805680,,,Listing,44805680,4.23,Nhà phố,,
,136.9,5,mid_range,Listing:43272904,,,Listing,43272904,7.95,Căn hộ,,
,132.6,5,luxury,Listing:43609282,,,Listing,43609282,8.49,Biệt thự,,
,53.6,1,affordable,Listing:44751479,,,Listing,44751479,1.49,Nhà phố,,
,90.5,3,mid_range,Listing:45116083,,,Listing,45116083,5.02,Căn hộ,,
,125.9,2,mid_range,Listing:44626770,,,Listing,44626770,7.06,Căn hộ,,
,72.5,1,affordable,Listing:45186272,,,Listing,45186272,1.71,Nhà phố,,
,280.5,6,luxury,Listing:44890005,,,Listing,44890005,19.92,Căn hộ,,
,54.0,2,affordable,Listing:44927823,,,Listing,44927823,1.34,Nhà phố,,
,68.7,3,affordable,Listing:45088684,,,Listing,45088684,2.28,Nhà phố,,
,132.0,5,mid_range,Listing:44532538,,,Listing,44532538,5.89,Đất nền,,
,48.6,2,affordable,Listing:44522657,,,Listing,44522657,1.49,Căn hộ,,
,55.1,2,affordable,Listing:45205943,,,Listing,45205943,1.4,Nhà phố,,
,44.8,3,affordable,Listing:44549533,,,Listing,44549533,1.44,Căn hộ,,
,40.5,0,affordable,Listing:42700245,,,Listing,42700245,1.48,Căn hộ,,
,59.7,1,affordable,Listing:45210106,,,Listing,45210106,2.45,Nhà phố,,
,63.6,4,affordable,Listing:45163791,,,Listing,45163791,2.4,Căn hộ,,
,69.1,3,affordable,Listing:44564031,,,Listing,44564031,2.8,Nhà phố,,
,81.1,3,affordable,Listing:44868771,,,Listing,44868771,2.07,Căn hộ,,
,74.8,3,affordable,Listing:45125602,,,Listing,45125602,2.92,Căn hộ,,
,78.2,2,affordable,Listing:45118111,,,Listing,45118111,2.04,Căn hộ,,
,42.9,2,affordable,Listing:45221498,,,Listing,45221498,1.25,Căn hộ,,
,73.6,2,affordable,Listing:44959065,,,Listing,44959065,2.84,Nhà phố,,
,85.6,5,mid_range,Listing:45221343,,,Listing,45221343,5.76,Căn hộ,,
,65.2,1,affordable,Listing:44502536,,,Listing,44502536,1.21,Căn hộ,,
,130.9,3,mid_range,Listing:45099055,,,Listing,45099055,6.32,Căn hộ,,
,74.0,2,affordable,Listing:44899680,,,Listing,44899680,1.77,Căn hộ,,
,55.2,2,affordable,Listing:45194127,,,Listing,45194127,2.43,Đất nền,,
,58.9,2,affordable,Listing:45220782,,,Listing,45220782,2.19,Căn hộ,,
,59.4,0,affordable,Listing:44767187,,,Listing,44767187,2.29,Biệt thự,,
,47.7,3,affordable,Listing:45196522,,,Listing,45196522,2.71,Căn hộ,,
,158.5,4,mid_range,Listing:45220383,,,Listing,45220383,7.91,Căn hộ,,
,110.1,4,mid_range,Listing:44454285,,,Listing,44454285,5.64,Căn hộ,,
,126.2,4,mid_range,Listing:45217777,,,Listing,45217777,6.42,Nhà phố,,
,65.0,3,affordable,Listing:45221253,,,Listing,45221253,1.23,Căn hộ,,
,59.7,2,affordable,Listing:45220106,,,Listing,45220106,1.93,Căn hộ,,
,51.2,3,affordable,Listing:45096390,,,Listing,45096390,1.41,Căn hộ,,
,78.2,2,mid_range,Listing:44959929,,,Listing,44959929,3.3,Căn hộ,,
,44.7,1,affordable,Listing:45115875,,,Listing,45115875,2.31,Nhà phố,,
,104.3,3,mid_range,Listing:44456195,,,Listing,44456195,4.13,Đất nền,,
,58.7,1,affordable,Listing:44200919,,,Listing,44200919,2.43,Căn hộ,,
,63.7,3,affordable,Listing:44234452,,,Listing,44234452,2.04,Căn hộ,,
,71.5,3,affordable,Listing:43011177,,,Listing,43011177,2.33,Căn hộ,,
,95.5,4,mid_range,Listing:43220620,,,Listing,43220620,5.04,Biệt thự,,
,363.2,6,luxury,Listing:45197120,,,Listing,45197120,29.71,Căn hộ,,
,119.4,5,mid_range,Listing:42505985,,,Listing,42505985,5.09,Đất nền,,
,77.2,2,mid_range,Listing:45194190,,,Listing,45194190,3.06,Nhà phố,,
,53.8,3,affordable,Listing:44777477,,,Listing,44777477,1.69,Nhà phố,,
,57.4,2,affordable,Listing:44992654,,,Listing,44992654,2.93,Căn hộ,,
,83.3,1,affordable,Listing:44993942,,,Listing,44993942,1.29,Căn hộ,,
,48.4,0,affordable,Listing:45212387,,,Listing,45212387,1.61,Căn hộ,,
,352.4,6,luxury,Listing:45220144,,,Listing,45220144,25.26,Căn hộ,,
,36.1,3,affordable,Listing:44026736,,,Listing,44026736,2.16,Biệt thự,,
,53.0,0,affordable,Listing:45113537,,,Listing,45113537,2.59,Căn hộ,,
,51.8,3,affordable,Listing:45053231,,,Listing,45053231,2.04,Căn hộ,,
,92.2,3,affordable,Listing:45081815,,,Listing,45081815,2.94,Nhà phố,,
,91.7,3,mid_range,Listing:44113870,,,Listing,44113870,3.84,Đất nền,,
,67.2,2,affordable,Listing:45217136,,,Listing,45217136,2.17,Nhà phố,,
,109.9,5,mid_range,Listing:45215158,,,Listing,45215158,7.48,Căn hộ,,
,44.5,0,affordable,Listing:45217976,,,Listing,45217976,1.8,Nhà phố,,
,44.7,2,affordable,Listing:44147966,,,Listing,44147966,2.43,Căn hộ,,
,38.5,3,affordable,Listing:44493837,,,Listing,44493837,1.52,Căn hộ,,
,70.1,1,affordable,Listing:45210343,,,Listing,45210343,2.79,Căn hộ,,
,75.7,2,affordable,Listing:45159288,,,Listing,45159288,2.38,Căn hộ,,
,74.7,2,affordable,Listing:44979694,,,Listing,44979694,2.27,Căn hộ,,
,45.3,4,affordable,Listing:45218089,,,Listing,45218089,2.65,Căn hộ,,
,42.3,0,affordable,Listing:44558555,,,Listing,44558555,1.23,Căn hộ,,
,116.4,6,mid_range,Listing:45029262,,,Listing,45029262,5.83,Nhà phố,,
,375.2,6,luxury,Listing:44558902,,,Listing,44558902,28.42,Nhà phố,,
,227.3,6,luxury,Listing:45218919,,,Listing,45218919,16.85,Nhà phố,,
,77.7,1,affordable,Listing:45210546,,,Listing,45210546,1.28,Nhà phố,,
,193.9,6,luxury,Listing:45217702,,,Listing,45217702,12.28,Nhà phố,,
,47.0,2,affordable,Listing:44999864,,,Listing,44999864,2.71,Căn hộ,,
,60.2,3,mid_range,Listing:45215592,,,Listing,45215592,3.0,Căn hộ,,
,46.1,3,affordable,Listing:45216538,,,Listing,45216538,2.32,Nhà phố,,
,26.7,1,affordable,Listing:45216887,,,Listing,45216887,2.13,Nhà phố,,
,89.0,5,mid_range,Listing:44900177,,,Listing,44900177,3.68,Căn hộ,,
,80.1,3,affordable,Listing:45202884,,,Listing,45202884,2.92,Đất nền,,
,88.6,3,mid_range,Listing:44216029,,,Listing,44216029,4.91,Căn hộ,,
,73.8,4,affordable,Listing:44707165,,,Listing,44707165,2.49,Nhà phố,,
,65.5,3,affordable,Listing:44122851,,,Listing,44122851,2.87,Nhà phố,,
,51.8,2,affordable,Listing:45177340,,,Listing,45177340,1.85,Căn hộ,,
,43.8,1,affordable,Listing:45218954,,,Listing,45218954,1.54,Biệt thự,,
,46.6,2,affordable,Listing:44609961,,,Listing,44609961,2.06,Căn hộ,,
,59.2,2,affordable,Listing:45218235,,,Listing,45218235,1.67,Căn hộ,,
,61.1,1,affordable,Listing:45218912,,,Listing,45218912,1.49,Căn hộ,,
,114.2,4,mid_range,Listing:45217235,,,Listing,45217235,6.61,Đất nền,,
,33.1,3,affordable,Listing:45197650,,,Listing,45197650,1.94,Căn hộ,,
,55.1,3,affordable,Listing:44538240,,,Listing,44538240,1.92,Nhà phố,,
,338.3,6,luxury,Listing:44640570,,,Listing,44640570,26.4,Căn hộ,,
,39.1,1,affordable,Listing:45207951,,,Listing,45207951,1.27,Đất nền,,
,84.5,4,mid_range,Listing:44607479,,,Listing,44607479,3.2,Căn hộ,,
,108.0,5,mid_range,Listing:45214116,,,Listing,45214116,7.47,Căn hộ,,
,50.3,3,affordable,Listing:45214928,,,Listing,45214928,2.75,Căn hộ,,
,100.4,4,mid_range,Listing:44117018,,,Listing,44117018,3.71,Căn hộ,,
,59.1,3,affordable,Listing:45197627,,,Listing,45197627,1.38,Nhà phố,,
,52.8,1,affordable,Listing:44889787,,,Listing,44889787,1.74,Căn hộ,,
,393.5,6,luxury,Listing:45214926,,,Listing,45214926,28.32,Căn hộ,,
,63.7,1,affordable,Listing:44699370,,,Listing,44699370,2.31,Căn hộ,,
,121.2,6,luxury,Listing:45214777,,,Listing,45214777,9.41,Căn hộ,,
,92.6,5,mid_range,Listing:44102841,,,Listing,44102841,5.22,Căn hộ,,
,82.6,2,mid_range,Listing:45160758,,,Listing,45160758,3.98,Căn hộ,,
,56.1,3,affordable,Listing:44969367,,,Listing,44969367,1.86,Căn hộ,,
,52.3,2,affordable,Listing:45146401,,,Listing,45146401,1.43,Nhà phố,,
,71.5,0,affordable,Listing:45109536,,,Listing,45109536,1.69,Căn hộ,,
,108.3,4,mid_range,Listing:45182878,,,Listing,45182878,6.87,Biệt thự,,
,69.7,1,affordable,Listing:45128126,,,Listing,45128126,1.62,Nhà phố,,
,54.8,2,affordable,Listing:45112753,,,Listing,45112753,2.14,Nhà phố,,
,69.4,3,mid_range,Listing:45154072,,,Listing,45154072,3.43,Đất nền,,
,81.8,2,affordable,Listing:45050074,,,Listing,45050074,2.91,Căn hộ,,
,40.7,2,affordable,Listing:44806109,,,Listing,44806109,1.95,Căn hộ,,
,73.8,1,affordable,Listing:45059651,,,Listing,45059651,2.81,Căn hộ,,
,100.0,4,mid_range,Listing:44920943,,,Listing,44920943,7.12,Đất nền,,
,93.6,2,affordable,Listing:45099274,,,Listing,45099274,1.55,Căn hộ,,
,86.7,3,mid_range,Listing:45207606,,,Listing,45207606,4.44,Căn hộ,,
,49.6,1,affordable,Listing:44814841,,,Listing,44814841,1.51,Căn hộ,,
,99.5,3,affordable,Listing:45036065,,,Listing,45036065,3.0,Căn hộ,,
,65.3,5,affordable,Listing:45105255,,,Listing,45105255,2.89,Nhà phố,,
,71.0,3,affordable,Listing:44643381,,,Listing,44643381,2.89,Nhà phố,,
,273.8,6,luxury,Listing:43570256,,,Listing,43570256,20.77,Căn hộ,,
,128.7,5,mid_range,Listing:44633584,,,Listing,44633584,7.76,Biệt thự,,
,74.2,3,affordable,Listing:44646439,,,Listing,44646439,2.92,Căn hộ,,
,36.4,4,affordable,Listing:44427635,,,Listing,44427635,2.47,Nhà phố,,
,53.6,3,affordable,Listing:45048496,,,Listing,45048496,2.86,Căn hộ,,
,92.5,4,mid_range,Listing:44646136,,,Listing,44646136,5.59,Đất nền,,
,64.2,3,affordable,Listing:45057486,,,Listing,45057486,1.39,Đất nền,,
,90.5,4,mid_range,Listing:44979444,,,Listing,44979444,4.4,Căn hộ,,
,71.5,2,mid_range,Listing:44918394,,,Listing,44918394,3.61,Căn hộ,,
,39.6,1,affordable,Listing:43829753,,,Listing,43829753,1.93,Nhà phố,,
,44.9,3,affordable,Listing:44904491,,,Listing,44904491,1.74,Căn hộ,,
,86.0,4,mid_range,Listing:45148125,,,Listing,45148125,3.28,Căn hộ,,
,265.8,6,luxury,Listing:39078021,,,Listing,39078021,19.95,Nhà phố,,
,78.0,3,mid_range,Listing:45121517,,,Listing,45121517,4.46,Đất nền,,
,86.1,2,mid_range,Listing:44850188,,,Listing,44850188,3.35,Căn hộ,,
,64.9,1,affordable,Listing:45062729,,,Listing,45062729,1.99,Căn hộ,,
,148.4,6,luxury,Listing:44995495,,,Listing,44995495,9.08,Căn hộ,,
